,artist,title,Wonder,Transcendence,Nostalgia,Tenderness,Peacefulness,Joy,Power,Tension,Sadness,Spotify ID,Youtube ID,genre,Path
507,Gotye,Somebody That I Used To Know,4,3,5,3,4,5,2,1,3,6md4w95cnKaW64JyEQ3A0L,UgkxsFY5Is4EMbq6uLHMb3uhqEaJ4CP6_bkH,pop,tracks/UgkxsFY5Is4EMbq6uLHMb3uhqEaJ4CP6_bkH.mp3
508,Justin Bieber,Love Yourself,3,2,4,5,5,4,1,1,2,50kpGaPAhYJ3sGmk6vplg0,UgkxfJUeujTh66zSIpNMqkr_TTNR2NSL0Oiz,pop,tracks/UgkxfJUeujTh66zSIpNMqkr_TTNR2NSL0Oiz.mp3
509,Theo Katzman,Hard Work,5,2,2,1,4,5,4,2,1,3gaQbhacVKwcsatM0FlSa9,UgkxyJdSony6HQWT6pYQpQ9dGRDLBtYb_ecO,pop,tracks/UgkxyJdSony6HQWT6pYQpQ9dGRDLBtYb_ecO.mp3
510,Katy Perry,Swish Swish,3,1,1,1,2,5,5,3,1,3OtMnyUaiipcAT23A8liyi,UgkxBx01LLxIBM3BpHQT2zm-X7NtyLZJHfz3,pop,tracks/UgkxBx01LLxIBM3BpHQT2zm-X7NtyLZJHfz3.mp3
511,Bee Gees,Words,3,2,4,2,5,2,2,4,1,07PIhdmyYIw8dMeDMsx9FU,UgkxfOUjcMda4LaZVf_FI8GL9mrBRG3qu-sM,pop,tracks/UgkxfOUjcMda4LaZVf_FI8GL9mrBRG3qu-sM.mp3
512,Sam Smith,Lay Me Down,4,4,5,5,5,1,1,1,5,74sb4Gib0cL3TQeCjYF8vh,UgkxS5U7oeRan4QoSfBpMwZjO23sGjBlHj3Z,pop,tracks/UgkxS5U7oeRan4QoSfBpMwZjO23sGjBlHj3Z.mp3
513,David Guetta,Memories,2,1,2,1,1,5,4,3,1,5xYC48nOppVemY6U5GRGTb,UgkxeW-A20ALNhf8q1xKQEVG8JVOkcbXqygx,pop,tracks/UgkxeW-A20ALNhf8q1xKQEVG8JVOkcbXqygx.mp3
514,Rihanna,Umbrella,5,2,5,2,2,5,2,2,1,49FYlytm3dAAraYgpoJZux,UgkxO7FJbeCJsFgWY8VO-TP6bTqL0CGLeQlV,pop,tracks/UgkxO7FJbeCJsFgWY8VO-TP6bTqL0CGLeQlV.mp3
515,Vanessa Carlton,A Thousand Miles,5,1,5,4,4,5,2,1,1,4w1lzcaoZ1IC2K5TwjalRP,UgkxQ2vunX6qRD62Hmm-iVMY0elLoFT-EIi6,pop,tracks/UgkxQ2vunX6qRD62Hmm-iVMY0elLoFT-EIi6.mp3
516,Carly Rae Jepsen,Call Me Maybe,4,1,5,1,2,5,4,2,1,20I6sIOMTCkB6w7ryavxtO,Ugkx7nuzh5p4B3mymnX8p7pciy6U4bGO9ZXG,pop,tracks/Ugkx7nuzh5p4B3mymnX8p7pciy6U4bGO9ZXG.mp3
517,Phil Collins,In The Air Tonight,4,3,5,3,5,4,3,2,2,2pE8dUPeueXKizEyiPtE1p,Ugkxw1ixoCUDtCHj7jw6ofycwBANBlucIgq0,pop,tracks/Ugkxw1ixoCUDtCHj7jw6ofycwBANBlucIgq0.mp3
518,Jeff Buckley,Hallelujah,5,5,5,5,5,2,1,1,4,3pRaLNL3b8x5uBOcsgvdqM,Ugkx3Nc814TcxO-G_AXns5Xue2NuEcobit8S,pop,tracks/Ugkx3Nc814TcxO-G_AXns5Xue2NuEcobit8S.mp3
519,Oli Brown,Speechless,2,1,2,2,3,5,3,2,1,6brUC8EwzQljB17IQpmxgW,,pop,tracks/6brUC8EwzQljB17IQpmxgW.mp3
520,Justin Timberlake,My Love,3,2,2,4,3,5,4,2,1,4NeOWqHmlrGRuBvsLJC9rL,UgkxhOPsGjvMcvDrm4YVta_y5I3IDE07ggY2,pop,tracks/UgkxhOPsGjvMcvDrm4YVta_y5I3IDE07ggY2.mp3
521,Taylor Swift,Look What You Made Me Do,2,2,1,2,1,5,5,3,1,1P17dC1amhFzptugyAO7Il,UgkxhNIkx010o6POamLFkc2AvaoO7G626kbK,pop,tracks/UgkxhNIkx010o6POamLFkc2AvaoO7G626kbK.mp3
522,Ellie Goulding,Burn,3,3,2,2,2,5,4,1,1,2GgxS8bUT5G25QJTsfSv0R,UgkxmuHMNHsXBXefloeDyAVJIFh_i5O8Qdxs,pop,tracks/UgkxmuHMNHsXBXefloeDyAVJIFh_i5O8Qdxs.mp3
523,Oasis,All Around The World,4,3,5,3,5,4,2,1,1,6ZYgoD3c2aE4dD3yVFWV51,UgkxreRETbkMZSaBQX_aDuMWp7DlWgYB0p7U,pop,tracks/UgkxreRETbkMZSaBQX_aDuMWp7DlWgYB0p7U.mp3
524,Luis Fonsi,Despacito,4,2,3,4,1,5,4,2,1,6habFhsOp2NvshLv26DqMb,Ugkx3aqdcQliJn9s6shIu043MT1wM_GcAsyy,pop,tracks/Ugkx3aqdcQliJn9s6shIu043MT1wM_GcAsyy.mp3
525,Steely Dan,Do It Again,3,1,3,2,3,5,3,1,1,2BstRQGodshjGpeDGQiNgo,Ugkx3zDuvKgpZ8dufXa5tiAnYFUgRm-hcxQw,pop,tracks/Ugkx3zDuvKgpZ8dufXa5tiAnYFUgRm-hcxQw.mp3
526,The Beach Boys,Good Vibrations,4,2,4,2,4,5,3,1,1,6aU6a9tdn2vHhnPGlboFZX,UgkxoWtHfVqF7dqNB3LH94zBUkV0DScEs0Gm,pop,tracks/UgkxoWtHfVqF7dqNB3LH94zBUkV0DScEs0Gm.mp3
527,OutKast,Roses,3,1,2,1,3,5,3,2,1,6bUNEbXT7HovLW6BgPCBsb,Ugkxi_bJRX4Fid-vQZze8VEWJCL281moKEan,pop,tracks/Ugkxi_bJRX4Fid-vQZze8VEWJCL281moKEan.mp3
528,Mac Demarco,Salad Days,2,2,2,3,5,2,1,2,2,5VdaMUzoQetwxQwtWAd022,UgkxEzsxY4JhCdP_WCCAMgxR5_3sXfrhvJ6r,pop,tracks/UgkxEzsxY4JhCdP_WCCAMgxR5_3sXfrhvJ6r.mp3
529,Wrabel,The Village,5,3,3,4,5,3,2,1,3,6epvwUINain4iSHCTWA0sj,UgkxpnhiQPUtgAkHJTcKBqBX4YVnznIpklej,pop,tracks/UgkxpnhiQPUtgAkHJTcKBqBX4YVnznIpklej.mp3
530,Hey Judeschka!,ImmerwiederSommertag,3,2,3,4,5,2,1,1,2,0Us9gRoh9xyD6aPSo1SBIR,UgkxWLVqzZ11njLTSueB2OPYpS2MgTWdFEDZ,pop,tracks/0Us9gRoh9xyD6aPSo1SBIR.mp3
531,Zara Larsson,Lush Life,4,1,3,1,2,5,3,1,1,1rIKgCH4H52lrvDcz50hS8,Ugkxw_lqLsqg-q51fa3xN3ZizS8en_o0TgQz,pop,tracks/Ugkxw_lqLsqg-q51fa3xN3ZizS8en_o0TgQz.mp3
532,Backstreet Boys,Everybody,5,1,5,1,1,5,5,2,1,1di1BEgJYzPvXUuinsYJGP,UgkxLGSKI0SJjf-ZvA0lqIxxIBeF4wnzxeoA,pop,tracks/UgkxLGSKI0SJjf-ZvA0lqIxxIBeF4wnzxeoA.mp3
533,Chain Smokers,Paris,4,1,5,4,4,4,2,1,1,15vzANxN8G9wWfwAJLLMCg,UgkxVjM_EF_78oGI1czS-hLHl4C7_Y9IRM80,pop,tracks/UgkxVjM_EF_78oGI1czS-hLHl4C7_Y9IRM80.mp3
534,Imogen Heap,Hide and Seek,2,2,4,1,3,1,1,2,3,7mMlbJlXXo2mRtQ4R9sIzD,UgkxReRV3zEnaaqLnC9E3lodVi2eVKn2keyd,pop,tracks/UgkxReRV3zEnaaqLnC9E3lodVi2eVKn2keyd.mp3
535,Kings of Leon,Sex On Fire,3,3,4,3,2,5,5,1,1,0ntQJM78wzOLVeCUAW7Y45,UgkxeipZj-Geg6h0swKe_l1n5xckMLymaiBf,pop,tracks/UgkxeipZj-Geg6h0swKe_l1n5xckMLymaiBf.mp3
536,M.I.A.,Paper Planes,2,1,2,1,1,5,4,3,1,4YOH3cBrhf4F6T4iYFUdz5,UgkxybLbk7xO9Z4sFmjacBa0Ltbd5UZqfUhs,pop,tracks/UgkxybLbk7xO9Z4sFmjacBa0Ltbd5UZqfUhs.mp3
537,Of Monsters and Men,Empire,4,3,3,4,4,4,3,1,1,4M9lfUgDeLHu1fL2ZxZSlu,Ugkxf0nw-6_MLp5IkVeSr8bGhMovsOLM3g9p,pop,tracks/Ugkxf0nw-6_MLp5IkVeSr8bGhMovsOLM3g9p.mp3
538,Backstreet Boys,I Want It That Way,3,1,5,2,4,5,2,1,1,47BBI51FKFwOMlIiX6m8ya,Ugkx0gbLayRz3zpWm6_vvRZe5ZydozAlA7_q,pop,tracks/Ugkx0gbLayRz3zpWm6_vvRZe5ZydozAlA7_q.mp3
539,Namika,Lieblingsmensch,4,2,3,3,4,5,2,1,1,6oHDvarQSp0mf5AD1SyNH0,UgkxqVu8pqoC_JLiPG0UHV9Ch31JWCxVjNSp,pop,tracks/UgkxqVu8pqoC_JLiPG0UHV9Ch31JWCxVjNSp.mp3
540,Marvin Gaye,Lets Get It On,4,1,4,5,4,5,1,1,1,39l1UORIhuHvUWfxG53tRZ,UgkxrgHhtdgm5mEhCoBwSVYmf1Tmps9exZ9S,pop,tracks/UgkxrgHhtdgm5mEhCoBwSVYmf1Tmps9exZ9S.mp3
541,Owl City,Fireflies,5,2,5,2,4,5,2,1,1,3DamFFqW32WihKkTVlwTYQ,UgkxdG32gFqfrJg0dGGYY_uteAlllbNoqQwj,pop,tracks/UgkxdG32gFqfrJg0dGGYY_uteAlllbNoqQwj.mp3
542,Babybird,If You'll Be Mine,3,1,3,4,5,3,2,1,1,5EMnZ3vruQchFxvGTxr0zH,,pop,tracks/5EMnZ3vruQchFxvGTxr0zH.mp3
543,Gnarls Barkley,Crazy,4,3,3,2,5,5,4,2,1,1vxw6aYJls2oq3gW0DujAo,UgkxURrovlQ8eMOBWDrOOu1soG2CoeI5XVan,pop,tracks/UgkxURrovlQ8eMOBWDrOOu1soG2CoeI5XVan.mp3
544,Lily Allen,Fuck You,4,1,3,1,4,5,5,2,1,6ylAVPbjRQoNY0khgh63Jf,UgkxNxvXBP4fzk9Y_nNCKiyXZmnPaPkbt-Rm,pop,tracks/6ylAVPbjRQoNY0khgh63Jf.mp3
545,Pitbull,Better On Me,2,2,2,3,4,5,3,2,1,0vLlEo1D4VRiGzMLxLbsh2,UgkxCR_Az098RiwjH07R9_uAqtt8bx0xOmNm,pop,tracks/UgkxCR_Az098RiwjH07R9_uAqtt8bx0xOmNm.mp3
546,Beyonce,Halo,4,4,4,3,3,4,5,2,2,2MfOcbtgz2yTsiznFmVZUN,UgkxOQ0jGF0Dy7qev4oDn0V5sTNumm48WRwH,pop,tracks/UgkxOQ0jGF0Dy7qev4oDn0V5sTNumm48WRwH.mp3
547,Elle King,Ex's &Oh's,5,3,3,2,2,5,5,2,1,70eDxAyAraNTiD6lx2ZEnH,Ugkx3wz3aVo_p1Uhr4T5tZitbHQC7eywoKY0,pop,tracks/Ugkx3wz3aVo_p1Uhr4T5tZitbHQC7eywoKY0.mp3
548,B.O.B.,Nothing On You,5,3,4,4,4,5,3,1,1,4X5xWMINgGA6l0GoyYkMcr,UgkxCgXfMr1h4vSaB0uGDI1TrXKL-83WFZyR,pop,tracks/UgkxCgXfMr1h4vSaB0uGDI1TrXKL-83WFZyR.mp3
549,Five for fighting,Easy Tonight,2,3,5,4,4,4,2,2,1,57PHqrPsX6E7OX9LeKSo9Q,UgkxM7QItiIp2cz1B295WAqIJIkGqlE7qAyn,pop,tracks/UgkxM7QItiIp2cz1B295WAqIJIkGqlE7qAyn.mp3
550,Avril Lavigne,Complicated,2,3,5,2,3,5,4,1,2,5xEM5hIgJ1jjgcEBfpkt2F,UgkxuBVPqF9HZrtcJEF8rMIYYpIpE-L4pVku,pop,tracks/UgkxuBVPqF9HZrtcJEF8rMIYYpIpE-L4pVku.mp3
551,Miley Cyrus,Party In The U.S.A,5,2,4,1,3,5,5,2,1,3E7dfMvvCLUddWissuqMwr,UgkxXAnhmK-cr-gWYaL5HcGGdfTE8wYQKhOv,pop,tracks/UgkxXAnhmK-cr-gWYaL5HcGGdfTE8wYQKhOv.mp3
552,The Beach Boys,Wouldn't It Be Nice,5,2,5,2,4,5,3,1,1,6VojZJpMyuKClbwyilWlQj,UgkxMIFrldamm2elSRJqGxtQq0EoLtw-RNtM,pop,tracks/6VojZJpMyuKClbwyilWlQj.mp3
553,Kodaline,High Hopes,4,2,5,5,5,2,1,1,4,6KkyuDhrEhR5nJVKtv9mCf,UgkxxE0UPyXSqBdOkLWuvGyyXu5YDHRdkCQw,pop,tracks/UgkxxE0UPyXSqBdOkLWuvGyyXu5YDHRdkCQw.mp3
554,Dido,White Flag,2,3,5,4,5,3,1,2,2,6si71supnBUhddjR2FJc2L,UgkxnYU_OFSe4XiAc_DMg7cgtb4VSIZP6bC4,pop,tracks/UgkxnYU_OFSe4XiAc_DMg7cgtb4VSIZP6bC4.mp3
555,Bon Jovi,Livin On A Prayer,4,2,4,1,2,5,5,2,1,37ZJ0p5Jm13JPevGcx4SkF,Ugkx1Hg6Vaur-0wpdBAYuTD9Axnx8hIk9Txb,pop,tracks/Ugkx1Hg6Vaur-0wpdBAYuTD9Axnx8hIk9Txb.mp3
556,Amy Macdonald,Mr Rock & Roll,3,1,4,3,3,5,2,1,1,6aX2LyT7zpTLe3iZfDeHki,Ugkxc-nb6hieiIpaGqLhKJjFkteZrVSD_QiV,pop,tracks/Ugkxc-nb6hieiIpaGqLhKJjFkteZrVSD_QiV.mp3
557,Alicia Keys,If I Ain't Got You,4,3,5,5,5,3,2,2,2,3XVBdLihbNbxUwZosxcGuJ,UgkxrPlnq-ux8G190EZ5mqQatzID-YW3YEvl,pop,tracks/UgkxrPlnq-ux8G190EZ5mqQatzID-YW3YEvl.mp3
558,Daniel Powter,Bad Day,4,2,5,5,5,5,2,1,1,0mUyMawtxj1CJ76kn9gIZK,UgkxMYoWzQiOOQF8zBwxt7jFT2OSI6ZITlE8,pop,tracks/UgkxMYoWzQiOOQF8zBwxt7jFT2OSI6ZITlE8.mp3
559,Tal Bachman,Shes So High,5,1,4,2,2,5,2,1,1,7mnGQesk1TzQLzQ9bYWZPR,Ugkxwy59jnh0aLgiwec-cn7Ze5u52Ywm7hrZ,pop,tracks/Ugkxwy59jnh0aLgiwec-cn7Ze5u52Ywm7hrZ.mp3
560,Rihanna,Work,2,1,1,2,2,5,3,2,1,72TFWvU3wUYdUuxejTTIzt,Ugkx-Gw9o8IZlUypDB7WXEGl557bAxwpnJDF,pop,tracks/Ugkx-Gw9o8IZlUypDB7WXEGl557bAxwpnJDF.mp3
561,David Gray,Please Forgive me,3,2,2,1,3,3,1,2,1,2H0oiflYrs8PPjOxZ5TdIu,Ugkx5ik9HReAChsNTE22YWQIw-mB6CM4BcGX,pop,tracks/Ugkx5ik9HReAChsNTE22YWQIw-mB6CM4BcGX.mp3
562,Paramore,The Only Exception,2,2,4,3,4,3,1,1,2,3ZHfX6kbiY7JVsB63lLOLu,UgkxnciX8ktBt6h1hcv0NlSR362q0NW7a92F,pop,tracks/UgkxnciX8ktBt6h1hcv0NlSR362q0NW7a92F.mp3
563,Imogen Heap,Goodnight And Go,2,1,2,3,3,3,1,2,1,0vfWzo75MKGYiQSiT5jEzt,Ugkx0_zmov0mmcvdoztrLoB4ya2XNEHl0YxG,pop,tracks/Ugkx0_zmov0mmcvdoztrLoB4ya2XNEHl0YxG.mp3
564,Arctic Monkeys,Do I Wanna Know,4,4,4,2,3,4,4,1,1,5FVd6KXrgO9B3JPmC8OPst,Ugkx3C93_K7mw93V4DJ7PUu7FluA0Qo_7WQf,pop,tracks/Ugkx3C93_K7mw93V4DJ7PUu7FluA0Qo_7WQf.mp3
565,Neil Diamond,I Am....I Said,3,1,2,2,2,2,2,1,1,67nKQBktGIafE3DBW3Cbe4,Ugkx0lQDjM2adlxSETV95beTn_cIlHl0YSd_,pop,tracks/Ugkx0lQDjM2adlxSETV95beTn_cIlHl0YSd_.mp3
566,Angus and Julia Stone,Big Jet Plane,3,2,4,3,5,2,1,1,2,3HedB2EwVAj5MAx8xFE1ea,Ugkxv_U_qXBVuH3ODIY2urwJsO0Rm6HEYYJB,pop,tracks/Ugkxv_U_qXBVuH3ODIY2urwJsO0Rm6HEYYJB.mp3
567,George Ezra,Budapest,5,3,4,2,5,5,2,2,1,2ixsaeFioXJmMgkkbd4uj1,Ugkxfu-9yJ7j2Z4EQTwH4ks0kQ_q9djUdd57,pop,tracks/Ugkxfu-9yJ7j2Z4EQTwH4ks0kQ_q9djUdd57.mp3
568,Marvin Gaye,Sexual Healing,4,2,2,5,4,5,3,2,1,3VZmChrnVW8JK6ano4gSED,Ugkx80MBio8Ru7rwkMHlrJ0potrMvWLEoW0z,pop,tracks/Ugkx80MBio8Ru7rwkMHlrJ0potrMvWLEoW0z.mp3
569,The Kooks,Naive,4,3,5,3,4,5,3,1,1,7BHPGtpuuWWsvE7cCaMuEU,UgkxIfqh2W_vjI850bs5t59AQ3eY3r_9m6ib,pop,tracks/UgkxIfqh2W_vjI850bs5t59AQ3eY3r_9m6ib.mp3
570,Frank Ocean,Thinkin Bout You,3,1,3,3,4,3,1,3,1,5mphdlILgAq3vh1MSvAJTS,,pop,tracks/5mphdlILgAq3vh1MSvAJTS.mp3
571,Genesis,I Can't Dance,1,1,2,1,2,5,3,2,1,6AvvAzzOEUs9orFhDkOPOl,Ugkxs6xZ8_CXN9nQPg6c1oWdhjnaa0l2DOw_,pop,tracks/Ugkxs6xZ8_CXN9nQPg6c1oWdhjnaa0l2DOw_.mp3
572,Black Eyed Peas,I Gotta Feeling,5,2,5,1,2,5,5,2,1,4kLLWz7srcuLKA7Et40PQR,UgkxHufLO18mbaTP7D7J51qS37IciumNGtZo,pop,tracks/UgkxHufLO18mbaTP7D7J51qS37IciumNGtZo.mp3
573,Shakira,Underneath your clothes,2,1,4,4,5,3,1,1,1,15f8Cv8RXUlOOCIf2oaceN,UgkxoXLglRH8n4Kx6C91YXsPk-v5_tk69Ba7,pop,tracks/UgkxoXLglRH8n4Kx6C91YXsPk-v5_tk69Ba7.mp3
574,James Morrison,I Won't Let You Go,2,1,4,4,4,3,1,1,2,2TUzU4IkfH8kcvY2MUlsd2,UgkxXmZvBwLkvJDUaEv5UH6CjoJ8Tr0VkKlZ,pop,tracks/UgkxXmZvBwLkvJDUaEv5UH6CjoJ8Tr0VkKlZ.mp3
575,Lianne La Havas,What You Don't Do,3,2,1,3,2,5,3,2,1,4mityPmJpqtHea3y9qZLg6,UgkxddAnp6m4kzA6iMpgHBC-9slf5WbZaUXQ,pop,tracks/4mityPmJpqtHea3y9qZLg6.mp3
576,Maggie reilly,Everytime We Touch,2,1,4,4,4,3,2,2,1,2n9Ni9TFPcNHCdoPOQKXZ6,,pop,tracks/2n9Ni9TFPcNHCdoPOQKXZ6.mp3
577,Akon,Lonely,4,1,5,3,3,4,1,1,3,4v7DCN09hgXkKazefkznDQ,Ugkx5Nbr6OxWbldg37V8L7Gmto0Ncrnq_rbv,pop,tracks/Ugkx5Nbr6OxWbldg37V8L7Gmto0Ncrnq_rbv.mp3
578,Tame Impala,The Less I Know The Better,4,2,5,3,5,4,2,1,1,6K4t31amVTZDgR3sKmwUJJ,UgkxCJJtlS2-YFNqRIhOvg1e_JqCaau9avkP,pop,tracks/UgkxCJJtlS2-YFNqRIhOvg1e_JqCaau9avkP.mp3
579,Bag Raiders,Shooting Stars,5,2,4,2,4,5,3,2,1,0UeYCHOETPfai02uskjJ3x,UgkxAR8m_aazONenJf1M02Bo3_Zb65m0lLtH,pop,tracks/UgkxAR8m_aazONenJf1M02Bo3_Zb65m0lLtH.mp3
580,Gary Jules,Mad World,4,2,5,2,4,1,1,1,5,3JOVTQ5h8HGFnDdp4VT3MP,UgkxtyssG62_onzp6HEPprFdOI9dOulolVnR,pop,tracks/3JOVTQ5h8HGFnDdp4VT3MP.mp3
581,Mark Ronson,Uptown Funk,5,2,2,1,4,5,5,2,1,32OlwWuMpZ6b0aN2RZOeMS,UgkxAtoariM8O0ql3atpeX96wd-ObqBs0aW_,funk_soul,tracks/UgkxAtoariM8O0ql3atpeX96wd-ObqBs0aW_.mp3
582,The Beatles,Let It Be,5,4,5,5,5,4,2,1,2,7iN1s7xHE4ifF5povM6A48,UgkxeQzl6iTLYXcapbCRDdFnu72hh36c4zrh,pop,tracks/7iN1s7xHE4ifF5povM6A48.mp3
583,Eric Clapton,Tears In Heaven,5,4,5,5,5,1,1,1,4,7utRJ4BeYx85khzP3lKoBX,UgkxxEFa8-Gy3pVOySexdjb0g18Q75s0Le1z,pop,tracks/UgkxxEFa8-Gy3pVOySexdjb0g18Q75s0Le1z.mp3
584,Lola Marsh,Wishing Girl,3,3,2,2,4,3,1,2,1,2iawlVRHk4Q9aPg0OgG20D,UgkxryzdwbzDKWLWBfxb50LhzI49iot0WfJg,pop,tracks/UgkxryzdwbzDKWLWBfxb50LhzI49iot0WfJg.mp3
585,Bilderbuch,Maschin,2,1,2,1,3,4,3,3,1,2Lg1njXKvhgv72U9QkrwXi,UgkxbEuXpB48AVtJ2zkcUd5JdK5PfnA7tM7g,pop,tracks/UgkxbEuXpB48AVtJ2zkcUd5JdK5PfnA7tM7g.mp3
586,Fletwood Mac,Dreams,3,3,5,4,5,4,1,1,1,0ofHAoxe9vBkTCp2UQIavz,UgkxQMbhr2z_eKAUDgf3qBfU2f1FvLS8GTTw,pop,tracks/UgkxQMbhr2z_eKAUDgf3qBfU2f1FvLS8GTTw.mp3
587,Oasis,Don't Look Back In Anger,3,2,5,4,4,4,1,2,2,7ppPZa3TRUSGKaks9wH7VT,UgkxGLHNNhV7rad3bX2cNrSRHsnwCODOvyfH,pop,tracks/UgkxGLHNNhV7rad3bX2cNrSRHsnwCODOvyfH.mp3
588,Der Junge mit der Gitarre,Hallo Worum Gehts Ich Bin Dagegen,3,2,1,1,1,5,4,2,1,2v9P6UeIJkWBz2NnvGvZIr,,pop,tracks/2v9P6UeIJkWBz2NnvGvZIr.mp3
589,Chris Brown,Forever,4,1,3,3,2,5,3,2,1,3NZJlJemX3mzjf56MqC5ML,UgkxNpWUdgUpfH9Roy0ITwjbRuhWVxQDotFM,pop,tracks/UgkxNpWUdgUpfH9Roy0ITwjbRuhWVxQDotFM.mp3
590,Ryan Adams,Lucky Now,4,3,3,4,5,4,1,2,1,4roEQeLnZ0d96fDnRdXXW6,UgkxEIuT5mlCEfm4iPSjO__t1lazNBSBjep7,pop,tracks/4roEQeLnZ0d96fDnRdXXW6.mp3
591,Amy Winehouse,Back To Black,4,3,5,4,4,4,3,1,1,3FAclTFfvUuQYnEsptbK8w,UgkxIuGIDESDyUqSy4h9o9z3eBocW-G2GWAz,pop,tracks/UgkxIuGIDESDyUqSy4h9o9z3eBocW-G2GWAz.mp3
592,VersaEmerge,Mind Reader,2,2,3,2,1,3,5,4,2,2b9ge09fnhEVVmkS8BjqRu,,rock,tracks/2b9ge09fnhEVVmkS8BjqRu.mp3
593,East 17,it's alright - the guvnor mix,1,2,1,1,1,5,2,3,1,0hiUOCWNdPefjaEAjcJ8Cq,,pop,tracks/0hiUOCWNdPefjaEAjcJ8Cq.mp3
594,Madonna,Intervention,3,4,3,3,2,5,5,2,2,7BxLHR4ApH0n4rx10KAWOo,,pop,tracks/7BxLHR4ApH0n4rx10KAWOo.mp3
595,Nina Simone,I Want a Little Sugar in My Bowl,4,3,5,5,5,3,2,1,4,3NcJu9876GBJuNU6vJOrbb,,jazz,tracks/3NcJu9876GBJuNU6vJOrbb.mp3
596,Draconian,"Death, Come Near Me",2,4,2,3,2,1,2,4,5,0xaf0rzKil2j5Yd2Fiz9SL,,rock,tracks/0xaf0rzKil2j5Yd2Fiz9SL.mp3
597,Tony Bennett,Rags to Riches,4,2,5,4,4,4,2,2,2,4BH8EuPAxeFAh1rSWtnGdD,,jazz,tracks/4BH8EuPAxeFAh1rSWtnGdD.mp3
598,Noah and the Whale,Tonight's The Kind Of Night,4,3,4,3,2,5,4,2,2,1UFnmge9gtAcrWICSptE9e,,pop,tracks/1UFnmge9gtAcrWICSptE9e.mp3
599,Kelly Clarkson,Breakaway,4,4,5,4,5,3,3,1,3,3xrn9i8zhNZsTtcoWgQEAd,,pop,tracks/3xrn9i8zhNZsTtcoWgQEAd.mp3
600,Infected Mushroom,Here We Go Go Go,3,4,2,1,1,5,5,3,1,5wTudWQXd6Sjy6nH22fsYv,,electronic,tracks/5wTudWQXd6Sjy6nH22fsYv.mp3
601,The Moody Blues,Melancholy Man,3,4,3,2,3,4,5,3,2,1NeQzAqahRYI09bgLbhVFN,,rock,tracks/1NeQzAqahRYI09bgLbhVFN.mp3
602,Britney Spears,"I'm Not a Girl, Not Yet a Woman",5,5,5,5,4,5,5,2,3,1xg1yGPy1Y3YUf44s6TB1o,,pop,tracks/1xg1yGPy1Y3YUf44s6TB1o.mp3
603,Maria Bethï¿½nia,Olhos Nos Olhos,4,2,3,5,5,2,2,1,4,1UBJvypv5W1GNoplpc2EYl,,jazz,tracks/1UBJvypv5W1GNoplpc2EYl.mp3
604,Daft Punk,Give Life Back to Music,2,1,2,1,3,5,4,1,1,0dEIca2nhcxDUV8C5QkPYb,,funk_soul,tracks/0dEIca2nhcxDUV8C5QkPYb.mp3
605,Boys Like Girls,Leaving California,4,3,4,5,5,2,2,1,5,0Vm3wrODAsNdUvCcy15aZT,,rock,tracks/0Vm3wrODAsNdUvCcy15aZT.mp3
606,Phil Collins,Two Hearts,2,1,5,4,2,5,3,1,1,0vDSWxRlWN0LWsSQdGIPuE,,rock,tracks/0vDSWxRlWN0LWsSQdGIPuE.mp3
607,Mayday Parade,Your Song,2,3,4,2,2,4,5,5,4,7va0FN5Fim1dNPi06sqxVx,,rock,tracks/7va0FN5Fim1dNPi06sqxVx.mp3
608,Fall Out Boy,Get Busy Living or Get Busy Dying (Do Your Part to Save the Scene and Stop Going to Shows),2,3,1,2,1,5,5,3,1,4903HFfvLIQ8ujvQ0ARNGI,,rock,tracks/4903HFfvLIQ8ujvQ0ARNGI.mp3
609,Krewella,Marching On,3,2,2,3,3,4,4,2,2,5LVj9daVd1q6fjICKyvl7Y,,electronic,tracks/5LVj9daVd1q6fjICKyvl7Y.mp3
610,Alice Dj,Better Off Alone,4,4,5,3,3,5,5,2,1,0pMUR7Uvp6vxlbG0qBFvgM,,electronic,tracks/0pMUR7Uvp6vxlbG0qBFvgM.mp3
611,Metronomy,I'm Aquarius,2,2,2,2,3,3,1,2,1,3xEJ59GyjCjcJ69RQc2ej6,,pop,tracks/3xEJ59GyjCjcJ69RQc2ej6.mp3
612,Tim Maia,Pecado Capital,3,2,3,2,2,5,3,1,1,55g9c7lad0VCcg1PEdJaHl,,funk_soul,tracks/55g9c7lad0VCcg1PEdJaHl.mp3
613,ATB,Desperate Religion,4,4,3,3,5,3,4,3,2,5BZ0weLeQoPuVLROuXb0sV,,electronic,tracks/5BZ0weLeQoPuVLROuXb0sV.mp3
614,Beverley Knight,Hurricane Jane,4,3,5,5,5,4,4,1,1,4zcSLDrG6E0GkysBuh2fD3,,funk_soul,tracks/4zcSLDrG6E0GkysBuh2fD3.mp3
615,Alex Clare,Too Close,4,4,5,3,4,5,5,2,2,4sK96UnGx3NjBaqvfTG2dm,,electronic,tracks/4sK96UnGx3NjBaqvfTG2dm.mp3
616,Yoav,Club Thing,1,3,2,3,3,3,3,3,1,7LDqph6mv9A5uzlzuXfhyL,,electronic,tracks/7LDqph6mv9A5uzlzuXfhyL.mp3
