,artist,title,Wonder,Transcendence,Nostalgia,Tenderness,Peacefulness,Joy,Power,Tension,Sadness,Spotify ID,path
645,Nina Simone,I Want a Little Sugar in My Bowl,29.19,15.94,35.69,35.38,48.31,17.31,14.81,1.81,28.75,3NcJu9876GBJuNU6vJOrbb,tracks/3NcJu9876GBJuNU6vJOrbb.mp3
646,Draconian,"Death, Come Near Me",10.0,26.25,12.56,18.12,11.5,1.25,14.25,28.19,37.31,0xaf0rzKil2j5Yd2Fiz9SL,tracks/0xaf0rzKil2j5Yd2Fiz9SL.mp3
647,Tony Bennett,Rags to Riches,28.08,10.85,31.23,26.69,24.54,26.46,12.0,9.77,12.85,4BH8EuPAxeFAh1rSWtnGdD,tracks/4BH8EuPAxeFAh1rSWtnGdD.mp3
648,Noah and the Whale,Tonight's The Kind Of Night,22.63,17.84,23.89,21.21,15.84,34.58,24.74,11.79,7.95,1UFnmge9gtAcrWICSptE9e,tracks/1UFnmge9gtAcrWICSptE9e.mp3
649,Kelly Clarkson,Breakaway,24.38,23.88,45.42,28.5,37.83,18.46,22.0,7.21,16.58,3xrn9i8zhNZsTtcoWgQEAd,tracks/3xrn9i8zhNZsTtcoWgQEAd.mp3
650,Infected Mushroom,Here We Go Go Go,17.0,29.5,8.0,1.86,5.86,43.71,50.71,22.36,0.5,5wTudWQXd6Sjy6nH22fsYv,tracks/5wTudWQXd6Sjy6nH22fsYv.mp3
651,The Moody Blues,Melancholy Man,21.8,25.0,21.0,13.4,20.33,23.73,41.33,18.93,8.07,1NeQzAqahRYI09bgLbhVFN,tracks/1NeQzAqahRYI09bgLbhVFN.mp3
652,Britney Spears,"I'm Not a Girl, Not Yet a Woman",48.0,31.15,45.15,45.31,30.69,41.54,38.38,7.77,19.31,1xg1yGPy1Y3YUf44s6TB1o,tracks/1xg1yGPy1Y3YUf44s6TB1o.mp3
653,Maria Bethânia,Olhos Nos Olhos,28.88,12.75,20.62,46.19,47.12,14.62,8.5,5.75,23.12,1UBJvypv5W1GNoplpc2EYl,tracks/1UBJvypv5W1GNoplpc2EYl.mp3
654,Daft Punk,Give Life Back to Music,12.27,7.33,15.73,0.67,16.47,49.07,24.67,7.53,0.87,0dEIca2nhcxDUV8C5QkPYb,tracks/0dEIca2nhcxDUV8C5QkPYb.mp3
655,Boys Like Girls,Leaving California,25.5,17.75,23.33,43.25,41.5,11.75,14.92,2.92,38.08,0Vm3wrODAsNdUvCcy15aZT,tracks/0Vm3wrODAsNdUvCcy15aZT.mp3
656,Phil Collins,Two Hearts,14.62,6.54,32.23,30.08,15.31,46.77,19.0,1.69,1.38,0vDSWxRlWN0LWsSQdGIPuE,tracks/0vDSWxRlWN0LWsSQdGIPuE.mp3
657,Mayday Parade,Your Song,12.64,17.36,27.27,10.36,9.82,25.36,39.18,33.64,28.82,7va0FN5Fim1dNPi06sqxVx,tracks/7va0FN5Fim1dNPi06sqxVx.mp3
658,Fall Out Boy,Get Busy Living or Get Busy Dying (Do Your Part to Save the Scene and Stop Going to Shows),15.17,22.5,1.33,8.0,1.17,37.5,36.17,18.0,1.17,4903HFfvLIQ8ujvQ0ARNGI,tracks/4903HFfvLIQ8ujvQ0ARNGI.mp3
659,Krewella,Marching On,22.5,13.59,15.27,21.14,16.14,27.68,27.55,12.82,15.32,5LVj9daVd1q6fjICKyvl7Y,tracks/5LVj9daVd1q6fjICKyvl7Y.mp3
660,Alice Dj,Better Off Alone,28.9,26.4,42.8,17.1,16.8,61.0,50.25,11.55,5.25,0pMUR7Uvp6vxlbG0qBFvgM,tracks/0pMUR7Uvp6vxlbG0qBFvgM.mp3
661,Metronomy,I'm Aquarius,11.05,10.62,8.29,10.24,17.9,17.29,5.67,13.81,2.48,3xEJ59GyjCjcJ69RQc2ej6,tracks/3xEJ59GyjCjcJ69RQc2ej6.mp3
662,Tim Maia,Pecado Capital,19.36,8.0,20.18,9.82,9.82,33.91,21.09,7.0,2.73,55g9c7lad0VCcg1PEdJaHl,tracks/55g9c7lad0VCcg1PEdJaHl.mp3
663,ATB,Desperate Religion,23.92,23.77,21.62,20.0,34.15,20.77,24.69,20.38,11.62,5BZ0weLeQoPuVLROuXb0sV,tracks/5BZ0weLeQoPuVLROuXb0sV.mp3
664,Beverley Knight,Hurricane Jane,24.78,21.22,45.78,35.89,40.0,24.22,24.67,0.67,2.67,4zcSLDrG6E0GkysBuh2fD3,tracks/4zcSLDrG6E0GkysBuh2fD3.mp3
665,Alex Clare,Too Close,28.17,25.92,39.83,20.92,22.92,49.08,44.25,12.0,14.58,4sK96UnGx3NjBaqvfTG2dm,tracks/4sK96UnGx3NjBaqvfTG2dm.mp3
666,Yoav,Club Thing,5.44,15.94,12.5,19.69,21.75,18.88,21.44,19.19,5.5,7LDqph6mv9A5uzlzuXfhyL,tracks/7LDqph6mv9A5uzlzuXfhyL.mp3
667,Sly & The Family Stone,Everyday People,20.0,11.89,47.78,31.67,34.33,49.22,32.78,14.56,7.89,7lL2lMWNtzOcf5HnEudNgn,tracks/7lL2lMWNtzOcf5HnEudNgn.mp3
668,Toquinho,Garota de Ipanema,13.54,6.92,28.31,14.54,27.69,34.0,9.92,9.38,0.54,0KtpvAIKMUD4wSsHv25IMn,tracks/0KtpvAIKMUD4wSsHv25IMn.mp3
669,Tony Toni Toné,Feels Good,13.0,8.0,33.85,12.62,13.15,39.85,27.85,12.62,0.54,4cRR2gUTOerkUOW5iZpm91,tracks/4cRR2gUTOerkUOW5iZpm91.mp3
670,London Grammar,Hey Now (Arty Remix),35.31,32.06,26.88,24.75,39.12,23.25,21.69,11.06,25.88,1CUYpY3GpRNkKnn3cEQ2nK,tracks/1CUYpY3GpRNkKnn3cEQ2nK.mp3
671,Sara Gazarek,Yours,4.57,0.0,24.29,54.14,59.86,23.0,2.14,0.0,5.71,3STjN5FAkJiljtZzrSeE0I,tracks/3STjN5FAkJiljtZzrSeE0I.mp3
672,Karrin Allyson,Moanin',22.57,17.0,28.64,17.0,40.64,42.86,11.86,8.0,5.0,2FcKhzTwtj5wKdri7bXBMK,tracks/2FcKhzTwtj5wKdri7bXBMK.mp3
673,Astrud Gilberto,And Roses And Roses,26.31,21.94,38.94,38.38,50.06,17.56,4.75,11.19,25.12,0BEn0rwSyzuvhKgZ7GLbyO,tracks/0BEn0rwSyzuvhKgZ7GLbyO.mp3
674,Paul Davis,Cool Night,25.75,21.83,39.08,37.33,36.58,17.25,20.92,1.58,9.25,29KyVqHekckVGfxHn8QS7m,tracks/29KyVqHekckVGfxHn8QS7m.mp3
675,Steely Dan,Blues Beach,18.29,15.0,20.86,24.86,14.21,39.57,19.21,6.86,3.0,1RHIgJN4USj9Buggihf2Pn,tracks/1RHIgJN4USj9Buggihf2Pn.mp3
676,Billie Holiday,The Man I Love,19.25,21.58,33.5,31.67,49.58,6.33,4.5,14.75,16.83,0ndEbK6LnERIPBG6t4gXDX,tracks/0ndEbK6LnERIPBG6t4gXDX.mp3
677,James Blake,Timeless,6.36,7.64,2.71,2.14,5.21,7.71,23.5,49.43,2.21,49jxn2Mdde8QZUx0AlbD0l,tracks/49jxn2Mdde8QZUx0AlbD0l.mp3
678,Eliane Elias,Time Alone,15.08,13.0,22.85,37.92,51.62,7.31,4.0,3.69,17.69,1hYd1uyB9HQpf4icjtBQoB,tracks/1hYd1uyB9HQpf4icjtBQoB.mp3
679,Lykke Li,"I'm Good, I'm Gone",8.71,5.57,15.57,5.07,15.71,36.36,19.86,5.79,5.43,2GjycBB2VHP4NSIzUrJkrE,tracks/2GjycBB2VHP4NSIzUrJkrE.mp3
681,Santigold,Disparate Youth,24.29,21.29,28.5,16.71,20.57,35.5,34.07,18.57,6.29,0t2QiRkpag0fAgs9zuCPlH,tracks/0t2QiRkpag0fAgs9zuCPlH.mp3
682,Maysa,Dindi,32.23,24.54,28.54,44.69,45.31,16.54,13.54,2.08,28.08,6cc51rDYn6G9lahsZk3Fsh,tracks/6cc51rDYn6G9lahsZk3Fsh.mp3
683,Girls Aloud,I'll Stand by You,38.31,33.81,57.12,52.44,39.06,27.44,39.44,11.88,28.94,5AEAf1PGC0B6Z1iVE1j8oY,tracks/5AEAf1PGC0B6Z1iVE1j8oY.mp3
684,Marina and the Diamonds,Gold,25.12,10.12,15.44,27.62,21.62,31.75,11.44,3.44,6.75,31cL2Hdc40Rck0wH1sDEja,tracks/31cL2Hdc40Rck0wH1sDEja.mp3
685,2NE1,In the Club,23.82,11.09,8.82,19.73,8.45,17.09,28.09,13.91,11.82,6ZkNt6fWIMoqznNe5RRwRT,tracks/6ZkNt6fWIMoqznNe5RRwRT.mp3
686,The Starting Line,The Best of Me,5.81,12.56,23.06,6.12,3.0,34.12,34.88,14.38,8.31,1Up4RdOBpChNDytatxKDXP,tracks/1Up4RdOBpChNDytatxKDXP.mp3
687,Suede,The Power,21.11,15.56,25.78,7.94,18.67,12.44,9.0,9.44,12.72,4fwpiQo9zk7AMd3jK4cxmU,tracks/4fwpiQo9zk7AMd3jK4cxmU.mp3
688,Bruno Mars,Treasure,23.17,11.83,28.39,20.94,10.61,67.33,42.5,12.44,0.17,55h7vJchibLdUkxdlX3fK7,tracks/55h7vJchibLdUkxdlX3fK7.mp3
689,Teena Marie,365,21.8,15.67,23.47,32.33,23.47,45.93,29.0,9.87,2.13,7w7OoMSngihtJTSbG8HLWV,tracks/7w7OoMSngihtJTSbG8HLWV.mp3
690,"Earth, Wind & Fire",Let's Groove,38.75,25.56,50.44,37.75,28.88,70.56,41.88,8.56,4.31,3koCCeSaVUyrRo3N2gHrd8,tracks/3koCCeSaVUyrRo3N2gHrd8.mp3
691,Diana Krall,Walk On By,30.69,13.19,27.0,21.31,45.5,36.12,22.38,8.88,3.62,4jZRI1v2LLaDTshDW9qruu,tracks/4jZRI1v2LLaDTshDW9qruu.mp3
692,Gnarls Barkley,Just a Thought,19.54,15.38,21.23,12.0,13.38,14.92,19.54,32.08,32.0,5xNUIReo5O6W1LRp2OKJty,tracks/5xNUIReo5O6W1LRp2OKJty.mp3
693,Céu,Mais um Lamento,16.82,14.94,16.0,13.59,25.71,17.65,7.18,12.82,7.47,7Ms8NNySNGSNtjYtdBqrMD,tracks/7Ms8NNySNGSNtjYtdBqrMD.mp3
694,James Blake,Overgrown,10.57,13.14,17.29,16.29,32.36,6.57,6.71,15.36,23.93,2IqjKEBiz0CdLKdkXhxw84,tracks/2IqjKEBiz0CdLKdkXhxw84.mp3
696,Lasgo,Blue,22.08,31.69,25.46,13.31,17.31,38.15,41.62,25.31,8.38,1U9FOQOkDsnwlz3SXBCPcg,tracks/1U9FOQOkDsnwlz3SXBCPcg.mp3
697,Laura Pausini,Jenny,21.16,18.32,19.11,30.95,25.84,13.21,9.95,3.21,20.05,51ulZ6HIucARLOODM8smpU,tracks/51ulZ6HIucARLOODM8smpU.mp3
698,Nina Simone,Sinnerman,21.64,18.07,8.0,11.5,15.93,35.57,22.43,26.07,2.0,5xRP5iyVdGglqlY4Vcjhkx,tracks/5xRP5iyVdGglqlY4Vcjhkx.mp3
699,ABBA,Lay All Your Love on Me,17.3,32.9,45.5,31.7,10.2,57.9,53.0,22.4,16.6,2245x0g1ft0HC7sf79zbYN,tracks/2245x0g1ft0HC7sf79zbYN.mp3
700,Katatonia,Last Resort,5.75,10.92,29.67,2.42,7.75,17.0,22.33,39.17,24.83,2gtu8xsu1VGahuRJ2YZAHA,tracks/2gtu8xsu1VGahuRJ2YZAHA.mp3
701,Christopher Cross,Ride Like the Wind,10.09,7.91,22.36,4.36,16.45,27.82,14.36,7.45,1.55,7gUMShP1l20tC0xf17Zplk,tracks/7gUMShP1l20tC0xf17Zplk.mp3
702,Beyoncé,Blow Remix,9.33,12.56,19.11,28.5,21.33,44.83,32.83,10.89,2.61,0GjDYSp1bNyjggwPadwlyf,tracks/0GjDYSp1bNyjggwPadwlyf.mp3
703,Camila,Mientes,23.89,7.32,16.26,41.84,29.53,16.47,7.16,4.0,8.89,5EhzE6HJaCcLFrf5rPqvpk,tracks/5EhzE6HJaCcLFrf5rPqvpk.mp3
704,Billie Holiday,Strange Fruit,23.0,16.89,43.83,40.0,44.28,6.89,8.22,12.17,40.22,1CTex49P0iWwzUGsMNjgaV,tracks/1CTex49P0iWwzUGsMNjgaV.mp3
705,Alesso,Sweet Escape,24.83,32.5,16.5,11.33,12.17,51.25,46.83,19.0,2.75,6vPJvkEuWZPcv58NnQ3dBR,tracks/6vPJvkEuWZPcv58NnQ3dBR.mp3
706,Louis Prima,Buona Sera,18.93,7.27,28.73,20.87,17.0,42.8,22.87,10.33,0.87,0DXm5n7SBxCED9ssTvrx2J,tracks/0DXm5n7SBxCED9ssTvrx2J.mp3
707,Santigold,The Keepers,13.95,16.0,19.42,6.79,9.47,26.11,25.37,9.16,10.37,1BaVwEV5FogbZuCzpSc7Jl,tracks/1BaVwEV5FogbZuCzpSc7Jl.mp3
708,Ella Fitzgerald,All of Me,13.8,7.67,33.53,15.0,9.6,49.07,16.0,6.0,0.33,0qZo9OzKPzg58Ts9ad4Bcy,tracks/0qZo9OzKPzg58Ts9ad4Bcy.mp3
709,Knife Party,Centipede,7.92,8.08,8.92,0.38,0.23,25.08,25.69,46.46,1.54,0u2AIKDVafHwCFQ9LDnqxH,tracks/0u2AIKDVafHwCFQ9LDnqxH.mp3
710,Kelly Clarkson,Love So Soft,9.45,5.64,10.09,21.64,2.27,54.09,42.45,20.36,2.45,16QN8cBubEq706vNtPpOME,tracks/16QN8cBubEq706vNtPpOME.mp3
711,Madonna,He's a Man,3.69,7.25,10.19,12.94,15.44,10.0,17.81,10.56,8.12,4714JHYV5kiMKsuo8eP41E,tracks/4714JHYV5kiMKsuo8eP41E.mp3
712,Fugees,Killing Me Softly with His Song,18.64,27.71,35.43,40.86,41.21,17.93,20.0,3.93,13.14,0Q0IVlqMV64kNLlwjPj0Hl,tracks/0Q0IVlqMV64kNLlwjPj0Hl.mp3
713,Cheryl Lynn,Got To Be Real,16.56,12.33,29.22,9.22,7.94,32.28,22.89,20.56,1.22,58r4JuwHhXLAkttkaUZfLw,tracks/58r4JuwHhXLAkttkaUZfLw.mp3
714,Louis Armstrong,Mood Indigo,27.33,19.42,42.58,29.25,42.5,17.83,5.5,5.0,16.58,1Fo98RNzO78WnMtkZKZXMW,tracks/1Fo98RNzO78WnMtkZKZXMW.mp3
715,Ledisi,Alright,13.18,16.0,11.36,3.73,26.91,37.91,15.27,25.36,2.0,1wRQqmZwiF4thdQ8N7FiNv,tracks/1wRQqmZwiF4thdQ8N7FiNv.mp3
716,Kandi,Don't Think I'm Not,5.0,2.5,21.9,23.0,10.3,28.3,17.3,5.7,9.3,487Dyzs7Xbbk4hIWYyYT80,tracks/487Dyzs7Xbbk4hIWYyYT80.mp3
717,Feed Me,One Click Headshot,7.67,6.22,17.0,5.89,9.67,28.11,20.33,21.56,0.78,4z7t5KsfkxMC1PdOLgog4V,tracks/4z7t5KsfkxMC1PdOLgog4V.mp3
718,Lana Del Rey,Video Games,41.86,42.29,55.86,52.36,36.79,11.57,34.21,8.86,31.86,24jvD83UgLmrdGjhWTFslY,tracks/24jvD83UgLmrdGjhWTFslY.mp3
719,Imogen Heap,Loose Ends,5.14,5.57,12.0,18.71,4.0,32.14,21.43,21.43,8.0,48Z9C1l1LfgpPxuQpfW2n6,tracks/48Z9C1l1LfgpPxuQpfW2n6.mp3
720,Swing Out Sister,You On My Mind,0.0,11.5,9.62,11.5,19.75,25.12,8.5,10.38,2.62,4uYeKlfkLQMubZ9FhcbDfP,tracks/4uYeKlfkLQMubZ9FhcbDfP.mp3
721,Burial,Broken Home,6.0,11.92,11.31,0.0,9.46,2.62,8.08,35.77,3.23,69P4h7GB5xQlIU6v1Qv7GN,tracks/69P4h7GB5xQlIU6v1Qv7GN.mp3
722,Doris Day,Dream a Little Dream of Me,25.0,11.54,62.69,62.38,58.38,13.62,6.38,3.0,20.23,2HyPrPSANTIPkR6CfiytwY,tracks/2HyPrPSANTIPkR6CfiytwY.mp3
723,Geri Halliwell,Love Never Loved Me,22.1,17.2,10.9,27.4,8.5,41.2,34.8,4.4,5.2,2s7DRQ5KxfMd4p53VH0viU,tracks/2s7DRQ5KxfMd4p53VH0viU.mp3
724,Legião Urbana,Meninos E Meninas,13.69,20.08,26.38,13.46,6.92,31.54,22.31,15.69,3.23,22LN0RwHqTUJcIN4dzzB6N,tracks/22LN0RwHqTUJcIN4dzzB6N.mp3
725,Kylie Minogue,Did It Again,13.12,11.65,25.29,13.18,17.12,33.65,14.71,9.18,4.76,06N6MhUlurBOamI1rK9u2U,tracks/06N6MhUlurBOamI1rK9u2U.mp3
726,Ladyhawke,My Delirium,14.36,7.29,25.07,12.07,13.64,47.07,48.14,7.79,7.64,3vqSWOEMO4OOxa2QJHuitI,tracks/3vqSWOEMO4OOxa2QJHuitI.mp3
727,Alana Davis,32 Flavors,15.71,9.53,8.41,18.71,22.47,15.06,12.29,6.88,7.71,3o5dmw1M6ugfLpva7yTyDr,tracks/3o5dmw1M6ugfLpva7yTyDr.mp3
728,Frank Sinatra,Fly Me to the Moon,30.18,13.82,27.91,43.82,20.55,41.91,19.91,6.09,2.09,5b7OgznPJJr1vHNYGyvxau,tracks/5b7OgznPJJr1vHNYGyvxau.mp3
729,Mayday Parade,Even Robots Need Blankets,18.62,19.38,40.38,33.12,17.62,25.25,21.12,4.25,14.75,1NivdSEUqwvnC6MzO8VZiG,tracks/1NivdSEUqwvnC6MzO8VZiG.mp3
730,Breathe Carolina,Edge of Heaven,8.07,10.0,12.79,4.07,4.93,19.86,29.29,30.5,4.07,4ZAqYMCngGjxr4sFGlowiy,tracks/4ZAqYMCngGjxr4sFGlowiy.mp3
731,Stevie Nicks,Ghosts,4.3,3.8,12.8,1.0,6.2,12.9,20.8,40.4,0.0,6Cy4g8vU4WZJFYgwsAcG6K,tracks/6Cy4g8vU4WZJFYgwsAcG6K.mp3
732,Eva Cassidy,True Colors,18.29,13.14,44.93,24.21,37.79,22.36,10.36,0.5,14.07,7iYvpjSQ9OuXTAMGSRiLJZ,tracks/7iYvpjSQ9OuXTAMGSRiLJZ.mp3
733,Michael Bublé,Come Fly With Me,24.92,20.0,42.17,43.25,35.75,41.17,14.0,1.75,8.5,2Cakl6tRkLxccrnqJdvGpu,tracks/2Cakl6tRkLxccrnqJdvGpu.mp3
734,Missy Higgins,Scar,9.33,2.25,10.42,17.33,16.25,25.08,10.08,4.83,2.83,1GUZZ8Z04qoRLtcCYkYxIM,tracks/1GUZZ8Z04qoRLtcCYkYxIM.mp3
735,Sting,Fields of Gold,32.09,14.45,36.09,36.73,38.55,28.91,8.09,6.82,19.82,0I1DJdLt9BKOb7GWmWxCjo,tracks/0I1DJdLt9BKOb7GWmWxCjo.mp3
736,Avril Lavigne,Girlfriend,11.08,13.83,37.0,20.08,9.08,57.58,43.25,15.92,2.08,45hOioMDJktr86iKDHC8gr,tracks/45hOioMDJktr86iKDHC8gr.mp3
737,Boys Like Girls,Thunder,26.53,12.94,30.94,29.76,27.41,22.0,16.35,4.94,20.53,1MrNveiYvWyKNAMiqn8xS8,tracks/1MrNveiYvWyKNAMiqn8xS8.mp3
738,Candlemass,The Ebony Throne,8.73,15.13,17.53,1.93,0.13,6.47,23.73,31.33,11.27,710qdYprxjsTDzCyW2xUWQ,tracks/710qdYprxjsTDzCyW2xUWQ.mp3
739,Nat King Cole,Orange Colored Sky,37.4,14.5,52.3,32.3,22.4,37.3,36.2,13.4,3.0,6fUDNcmsnnUVyOtEnA9xdC,tracks/6fUDNcmsnnUVyOtEnA9xdC.mp3
740,Ella Fitzgerald,Dream A Little Dream Of Me,31.47,27.2,48.93,47.67,49.87,18.2,10.2,4.4,16.8,78MI7mu1LV1k4IA2HzKmHe,tracks/78MI7mu1LV1k4IA2HzKmHe.mp3
741,"Earth, Wind & Fire",Mighty Mighty,9.47,2.73,11.13,1.47,4.67,23.67,19.8,21.2,0.87,3HFGDi2zGIgdXTocV5k2cs,tracks/3HFGDi2zGIgdXTocV5k2cs.mp3
742,Selena Gomez,Love You Like a Love Song,26.0,17.91,37.45,33.36,14.73,37.55,23.0,9.64,7.55,0laYHRpNTS6i8FXdupHkJ4,tracks/0laYHRpNTS6i8FXdupHkJ4.mp3
743,Phoenix,1901,15.06,10.31,24.12,4.88,4.38,50.38,26.0,7.62,3.5,3FM33HqRlV7J1QJoPOnd2u,tracks/3FM33HqRlV7J1QJoPOnd2u.mp3
744,C.C. Catch,Strangers By Night,24.35,18.18,43.41,25.47,11.53,32.06,25.82,14.06,17.82,2fkWRtyjRGehSPjfWPxSjC,tracks/2fkWRtyjRGehSPjfWPxSjC.mp3
745,Chico Buarque,Tatuagem,15.46,6.38,10.46,19.46,41.46,7.38,1.69,7.54,8.85,2eNz0RVTnVhleCBrZETeDG,tracks/2eNz0RVTnVhleCBrZETeDG.mp3
746,Edu Lobo,Candeias,29.0,19.59,29.14,37.91,57.23,10.95,9.27,2.41,17.82,50dHwlPsvC4Gp16DifoPOl,tracks/50dHwlPsvC4Gp16DifoPOl.mp3
747,Annie,Hold On,16.1,11.1,11.0,13.1,38.1,24.7,21.3,13.2,18.7,3yvL51i2yIXfPAQiquQKbK,tracks/3yvL51i2yIXfPAQiquQKbK.mp3
748,Jamie Cullum,Mind Trick,29.0,16.9,43.9,29.8,48.8,46.4,24.8,7.3,3.6,1rLs5c68LOspqWKcCMdXKO,tracks/1rLs5c68LOspqWKcCMdXKO.mp3
749,Frenzal Rhomb,Never Had So Much Fun,15.35,13.76,29.71,3.06,9.29,63.65,43.82,14.06,0.0,6M8EOu8P6cWMrJDPupNip1,tracks/6M8EOu8P6cWMrJDPupNip1.mp3
750,Sia,Don't Bring Me Down,16.12,18.12,19.12,16.47,16.29,8.18,11.24,11.59,38.82,4XSBnZBRdrIQzbIvmysvuC,tracks/4XSBnZBRdrIQzbIvmysvuC.mp3
751,Suzanne Vega,In Liverpool,17.65,19.59,26.35,17.94,18.29,16.47,19.24,10.88,21.47,6HHspSEn21kZStPP4BN1xB,tracks/6HHspSEn21kZStPP4BN1xB.mp3
752,Anathema,Don't Look Too Far,12.8,22.2,21.4,19.0,24.2,7.7,17.4,5.3,23.4,1FBakgw7zFrcV2eT6w3FZD,tracks/1FBakgw7zFrcV2eT6w3FZD.mp3
753,Avril Lavigne,SpongeBob SquarePants Theme,4.06,1.94,25.94,0.12,9.12,38.65,27.35,20.35,3.76,0il663f3f63cvsRJtGmdO2,tracks/0il663f3f63cvsRJtGmdO2.mp3
754,Halsey,Now or Never,10.69,14.77,7.92,20.69,18.54,17.0,16.15,14.23,9.92,7i2DJ88J7jQ8K7zqFX2fW8,tracks/7i2DJ88J7jQ8K7zqFX2fW8.mp3
755,Lykke Li,I Follow Rivers,18.25,21.33,14.42,28.83,38.08,33.83,23.5,9.17,15.25,4Jv7lweGIUOFQ7Oq2AtAh9,tracks/4Jv7lweGIUOFQ7Oq2AtAh9.mp3
756,Frank Sinatra,Like Someone in Love,38.3,22.8,61.3,68.3,62.3,29.3,21.8,7.6,26.2,0CaqEVnLB5plVzrlrMjfKT,tracks/0CaqEVnLB5plVzrlrMjfKT.mp3
757,Tove Lo,Not On Drugs (Ali Payami Remix),35.45,13.91,28.09,20.09,11.0,26.91,35.27,7.73,11.55,3LIwnakr43o8zMLnsHVye9,tracks/3LIwnakr43o8zMLnsHVye9.mp3
758,Yonderboi,Before you snap,21.33,13.44,8.44,0.44,8.33,2.56,23.72,38.39,8.56,1a9F0TEZ5fO4yWj0g9wojX,tracks/1a9F0TEZ5fO4yWj0g9wojX.mp3
759,Nara Leão,Acender As Velas,16.0,17.39,28.61,24.17,30.65,21.39,5.65,6.35,9.3,51WPyWMsRCsQL1rLd0D6EO,tracks/51WPyWMsRCsQL1rLd0D6EO.mp3
760,Crystal Castles,Pap Smear,17.18,19.09,6.91,5.73,9.36,13.36,19.73,27.73,6.18,2RuNFmIS9tzrEMRBeVFt5c,tracks/2RuNFmIS9tzrEMRBeVFt5c.mp3
761,Delerium,Silence (feat. Sarah McLachlan),17.38,18.19,12.29,2.81,5.48,17.57,19.43,19.62,7.62,3oVnbdWg48ZrmsUAQQUKbU,tracks/3oVnbdWg48ZrmsUAQQUKbU.mp3
762,Count Basie,Shiny Stockings,15.8,14.2,35.27,16.2,53.8,22.53,1.6,5.0,2.13,5JZoHrIGklz4iUlUNjMBcs,tracks/5JZoHrIGklz4iUlUNjMBcs.mp3
763,Chico Buarque,Construção,9.14,13.81,12.24,3.67,8.95,9.19,11.38,29.76,10.95,3FIuBxOxuQ6kYy8JO0gq2a,tracks/3FIuBxOxuQ6kYy8JO0gq2a.mp3
764,Stan Getz,Só Danço Samba,23.21,12.07,24.36,8.64,28.36,32.93,19.5,11.21,1.43,5je0CDv1Z1hT82Nek1Fjhl,tracks/5je0CDv1Z1hT82Nek1Fjhl.mp3
765,Cathedral,Hopkins (The Witchfinder General),14.3,9.2,8.5,0.0,10.5,30.4,59.5,21.7,2.7,2BiEmhDluMGJyfG0Dd061S,tracks/2BiEmhDluMGJyfG0Dd061S.mp3
766,Lighthouse Family,Ain't No Sunshine,38.82,23.18,50.0,31.73,31.09,22.91,12.45,9.0,31.18,435rQGMojc5C6xJbtjeynu,tracks/435rQGMojc5C6xJbtjeynu.mp3
767,Demi Lovato,Without the Love,9.69,6.08,20.0,15.85,7.38,25.77,35.77,19.15,21.62,4YD5RuRjByJ6Sz0srp5Aii,tracks/4YD5RuRjByJ6Sz0srp5Aii.mp3
768,Amy Winehouse,Know You Now,14.84,13.16,23.11,11.53,15.74,18.37,16.84,13.63,23.79,0UVTzpqtuQpuZCd7ZeZeTj,tracks/0UVTzpqtuQpuZCd7ZeZeTj.mp3
769,The Jacksons,Blame It on the Boogie,31.73,25.82,46.09,21.64,15.0,71.09,50.55,6.73,0.0,3qI94hINNNeb4S7xQi18lS,tracks/3qI94hINNNeb4S7xQi18lS.mp3
770,Björk,Enjoy,24.75,17.81,17.62,14.06,7.38,14.81,35.44,46.0,8.0,6JQVN9gi04NCK1tiz0aQA1,tracks/6JQVN9gi04NCK1tiz0aQA1.mp3
771,Beck,Tropicalia,19.62,15.31,26.85,18.92,11.69,27.0,15.46,8.69,2.69,6rx6Ew1sday1KvsnD4HNdI,tracks/6rx6Ew1sday1KvsnD4HNdI.mp3
772,Eliane Elias,Call Me,20.5,15.14,30.29,37.79,44.0,13.5,5.86,3.0,11.64,5iRxI8g8AxrQe6EpKYMtdN,tracks/5iRxI8g8AxrQe6EpKYMtdN.mp3
773,Tok Tok Tok,Walk on the Wild Side,33.0,27.94,36.75,28.0,53.88,43.44,24.75,8.19,5.06,78G0LEqrs8HmEwhb75nYXQ,tracks/78G0LEqrs8HmEwhb75nYXQ.mp3
774,Who Is Fancy,GOODBYE,30.0,11.44,15.33,27.67,18.56,16.11,14.67,7.78,9.67,6K5xY7EabiBLjd2HuBQIak,tracks/6K5xY7EabiBLjd2HuBQIak.mp3
775,Goldfrapp,Some People,25.46,8.46,28.54,26.77,24.23,10.77,12.69,16.69,25.0,0bB1VbAl9MctrLUOKf9WaS,tracks/0bB1VbAl9MctrLUOKf9WaS.mp3
776,Florence + the Machine,Dog Days Are Over,29.25,22.55,38.55,28.2,23.0,35.7,39.55,16.2,38.2,1YLJVmuzeM2YSUkCCaTNUB,tracks/1YLJVmuzeM2YSUkCCaTNUB.mp3
777,John Mayer,Heartbreak Warfare,36.2,21.3,32.3,37.5,41.2,30.5,24.3,1.9,30.5,4gs07VlJST4bdxGbBsXVue,tracks/4gs07VlJST4bdxGbBsXVue.mp3
778,Gnarls Barkley,St. Elsewhere,22.53,24.07,12.13,5.73,17.0,17.87,33.93,23.13,17.4,2N5zMZX7YeL1tico8oQxa9,tracks/2N5zMZX7YeL1tico8oQxa9.mp3
