,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,artist,title,Wonder,Transcendence,Nostalgia,Tenderness,Peacefulness,Joy,Power,Tension,Sadness,Sublimity,Vitality,Unease,ICC,Familiarity,Liking,Spotify ID,Youtube Clip,Youtube ID,Youtube Start-Time,Youtube End-Time,Path,genre
322,333,333,334,Rossini,Wilhelm Tell (Ouvertï¿½re),31.64,24.82,15.18,16.64,7.55,62.36,53.73,3.73,9.27,19.16,58.05,6.5,0.77,3.91,3.64,,https://youtube.com/clip/UgkxybJ8kBJHnD0NH_qSCug2wTmq6BHK4VqE,UgkxybJ8kBJHnD0NH_qSCug2wTmq6BHK4VqE,8:45,9:42,tracks/UgkxybJ8kBJHnD0NH_qSCug2wTmq6BHK4VqE.mp3,classic
323,338,338,339,Wagner,"Tristan & Isolde, Liebestod",23.59,14.3,8.0,4.33,3.04,22.81,17.41,33.3,2.04,10.65,20.11,17.67,0.81,1.3,2.26,,https://youtube.com/clip/Ugkxk6c-yPWFHcuD1axTM9D-EJDv32Z0csjQ,Ugkxk6c-yPWFHcuD1axTM9D-EJDv32Z0csjQ,4:56,5:47,tracks/Ugkxk6c-yPWFHcuD1axTM9D-EJDv32Z0csjQ.mp3,classic
324,340,340,341,Dvorak,9. Sinfonie (II. Largo),33.7,32.36,60.58,46.09,50.39,10.82,6.48,5.85,27.55,44.62,8.65,16.7,0.92,2.91,3.94,,https://youtube.com/clip/UgkxFAA69ye9sAY1N9WDpRz5SObKLpnyEKng,UgkxFAA69ye9sAY1N9WDpRz5SObKLpnyEKng,1:08,2:01,tracks/UgkxFAA69ye9sAY1N9WDpRz5SObKLpnyEKng.mp3,classic
325,345,345,346,Faurï¿½,Romance sans Paroles,20.71,25.68,34.39,45.11,57.82,13.57,2.46,1.86,6.29,36.74,8.02,4.07,0.93,1.32,3.57,,https://youtube.com/clip/UgkxQPEqkpnGIK2-LLxuRimQ9MHxpkpmCeeg,UgkxQPEqkpnGIK2-LLxuRimQ9MHxpkpmCeeg,0:00,0:48,tracks/UgkxQPEqkpnGIK2-LLxuRimQ9MHxpkpmCeeg.mp3,classic
326,348,348,349,Mozart,Eine kleine Nachtmusik: First movement,35.18,33.32,16.61,15.79,40.79,59.71,25.54,6.39,0.0,28.34,42.62,3.2,0.91,3.25,3.75,,https://youtube.com/clip/UgkxZV0SHrZDy1AYZOZYFH8eCxgTMFI822sq,UgkxZV0SHrZDy1AYZOZYFH8eCxgTMFI822sq,2:32,3:09,tracks/UgkxZV0SHrZDy1AYZOZYFH8eCxgTMFI822sq.mp3,classic
327,352,352,353,Chopin,Impromptu No. 2,29.43,24.07,38.27,38.87,66.27,23.5,7.17,3.03,8.27,39.38,15.33,5.65,0.92,1.83,3.53,,https://youtube.com/clip/Ugkx05j3YY26icMuOHwlJJp28U55tS6W5DP7,Ugkx05j3YY26icMuOHwlJJp28U55tS6W5DP7,0:04,0:58,tracks/Ugkx05j3YY26icMuOHwlJJp28U55tS6W5DP7.mp3,classic
328,353,353,354,Beethoven,Mondscheinsonate,37.4,33.17,39.4,21.47,44.4,18.07,7.13,10.8,28.17,35.17,12.6,19.48,0.78,2.9,3.67,,https://youtube.com/clip/UgkxyBxVVsTTWAT-_fcdCX5fDYRneqptEysx,UgkxyBxVVsTTWAT-_fcdCX5fDYRneqptEysx,3:35,4:20,tracks/UgkxyBxVVsTTWAT-_fcdCX5fDYRneqptEysx.mp3,classic
329,354,354,355,Beethoven,"9. Symphonie, 2. Satz (Toscanini)",12.52,22.65,15.48,1.9,14.06,45.39,37.35,25.74,0.0,13.32,41.37,12.87,0.87,1.87,3.74,,https://youtube.com/clip/Ugkxrpd0GHQAveGS6sHjIw9x2T2FTuObDGBM,Ugkxrpd0GHQAveGS6sHjIw9x2T2FTuObDGBM,15:49,16:18,tracks/Ugkxrpd0GHQAveGS6sHjIw9x2T2FTuObDGBM.mp3,classic
330,355,355,356,Debussy,Clair de lune,25.55,24.06,41.45,31.94,40.45,5.9,5.81,7.26,9.68,32.69,5.85,8.47,0.87,2.61,3.58,,https://youtube.com/clip/UgkxZqA9R-IZ4NlEqnnscZRcW-NU-PSfWw-Y,UgkxZqA9R-IZ4NlEqnnscZRcW-NU-PSfWw-Y,2:03,2:32,tracks/UgkxZqA9R-IZ4NlEqnnscZRcW-NU-PSfWw-Y.mp3,classic
331,356,356,357,Beethoven,Symphony No.5 in C minor Op.67,23.71,30.39,18.23,8.16,10.52,41.48,54.61,40.61,2.29,18.2,48.05,21.45,0.9,4.03,3.74,,https://youtube.com/clip/UgkxGGyDMGyQm1FXHPAVQ4O80RZ6eQc2Y3qH,UgkxGGyDMGyQm1FXHPAVQ4O80RZ6eQc2Y3qH,2:22,3:10,tracks/UgkxGGyDMGyQm1FXHPAVQ4O80RZ6eQc2Y3qH.mp3,classic
332,357,357,358,Tschaikowski,Schwanensee,32.85,35.23,28.04,29.23,14.08,31.35,26.69,9.96,12.5,27.88,29.02,11.23,0.69,3.23,3.62,,https://youtube.com/clip/UgkxXJNF8Uu-6OHEdFC3fpjZMqWeBtvWLTG-,UgkxXJNF8Uu-6OHEdFC3fpjZMqWeBtvWLTG-,1:15,2:05,tracks/UgkxXJNF8Uu-6OHEdFC3fpjZMqWeBtvWLTG-.mp3,classic
333,358,358,359,Debussy,Prï¿½lude ï¿½ l'aprï¿½s-midi d'un faune,32.15,22.92,37.12,19.35,33.73,18.81,4.23,8.77,10.04,29.05,11.52,9.4,0.76,1.69,3.15,,https://youtube.com/clip/Ugkxw_ODJk-gald0IEzFtiGG9KHY9Ch9TmIg,Ugkxw_ODJk-gald0IEzFtiGG9KHY9Ch9TmIg,5:30,5:56,tracks/Ugkxw_ODJk-gald0IEzFtiGG9KHY9Ch9TmIg.mp3,classic
334,359,359,360,Ligeti,Etï¿½de Arc en Ciel,20.85,25.58,24.88,14.38,25.77,6.27,1.19,32.15,9.04,22.29,3.73,20.6,0.74,1.38,2.65,,https://youtube.com/clip/Ugkxc3AM6-yprAIJ3dWJN_i2jbY5uFTGlAqN,Ugkxc3AM6-yprAIJ3dWJN_i2jbY5uFTGlAqN,0:00,0:55,tracks/Ugkxc3AM6-yprAIJ3dWJN_i2jbY5uFTGlAqN.mp3,classic
335,363,363,364,Mozart,Overtï¿½re - Die Entfï¿½hrung aus dem Serail,28.57,26.82,15.32,9.07,15.86,45.64,42.25,7.54,0.71,19.13,43.95,4.12,0.88,2.0,3.04,,https://youtube.com/clip/UgkxKan9S5poJBlAi59dI9NaArtU951vd4ed,UgkxKan9S5poJBlAi59dI9NaArtU951vd4ed,3:03,3:42,tracks/UgkxKan9S5poJBlAi59dI9NaArtU951vd4ed.mp3,classic
336,364,364,365,Beethoven,Sinfonie Nr. 6,32.54,22.21,12.93,22.89,27.14,27.18,13.46,2.46,3.57,23.54,20.32,3.02,0.75,1.64,3.0,,https://youtube.com/clip/Ugkx1Ej3b9qA_WObxshPovM-pu8oSGSi9M72,Ugkx1Ej3b9qA_WObxshPovM-pu8oSGSi9M72,13:43,14:11,tracks/Ugkx1Ej3b9qA_WObxshPovM-pu8oSGSi9M72.mp3,classic
337,365,365,366,Mozart,Laudate Dominum,24.86,35.82,4.07,5.71,13.14,21.5,26.93,29.11,3.46,16.72,24.21,16.29,0.78,1.5,2.68,,https://youtube.com/clip/UgkxrGCMHNUQWcxptqe8G-fnKVDKK_MqC5wx,UgkxrGCMHNUQWcxptqe8G-fnKVDKK_MqC5wx,0:00,0:45,tracks/UgkxrGCMHNUQWcxptqe8G-fnKVDKK_MqC5wx.mp3,classic
338,366,366,367,Chopin,Etï¿½de Op. 25 No. 1,27.59,30.52,28.56,36.56,36.81,19.78,10.7,1.11,5.0,32.01,15.24,3.06,0.82,1.85,3.48,,https://youtube.com/clip/Ugkxios79TvKLDWBve4BpQ-gDXjkPQFhbbsT,Ugkxios79TvKLDWBve4BpQ-gDXjkPQFhbbsT,23:41,24:45,tracks/Ugkxios79TvKLDWBve4BpQ-gDXjkPQFhbbsT.mp3,classic
339,367,367,368,Albinoni,"Concerto a cinque No. 2, Op. 9",27.3,23.59,28.37,24.52,34.15,30.78,22.59,6.96,3.59,27.59,26.69,5.28,0.64,1.89,3.48,0Ouz5wpLFbtXjAdxLRydQq,https://youtube.com/clip/Ugkx7QaRr74MIB_wCxjYWqJA7eGohu68O2Gq,Ugkx7QaRr74MIB_wCxjYWqJA7eGohu68O2Gq,0:00,0:49,tracks/Ugkx7QaRr74MIB_wCxjYWqJA7eGohu68O2Gq.mp3,classic
340,368,368,369,Brahms,Klaviersonate Nr. 3 (Zwei Klaviere),18.33,23.04,12.07,17.15,18.85,20.67,33.81,21.67,8.89,17.89,27.24,15.28,0.27,1.96,3.22,,https://youtube.com/clip/Ugkxni9QT2IVeo4E325b60MKpScPAdd-qcj_,Ugkxni9QT2IVeo4E325b60MKpScPAdd-qcj_,3:45,4:53,tracks/Ugkxni9QT2IVeo4E325b60MKpScPAdd-qcj_.mp3,classic
341,369,369,370,Hï¿½ndel,Der Messias (Hallelujah),17.03,18.9,12.68,13.35,19.68,13.29,29.94,16.03,5.94,16.33,21.61,10.98,0.38,1.94,2.81,,https://youtube.com/clip/UgkxostVlc-tgxbcyc6kBLWtmmd0B1tqMqxk,UgkxostVlc-tgxbcyc6kBLWtmmd0B1tqMqxk,1:18,1:50,tracks/UgkxostVlc-tgxbcyc6kBLWtmmd0B1tqMqxk.mp3,classic
342,371,371,372,Brahms,"Klavierquartett Nr. 3 in C-Moll, 3. Satz",26.13,11.97,37.03,32.35,40.61,2.68,0.0,18.0,16.94,29.62,1.34,17.47,0.86,1.74,3.19,,https://youtube.com/clip/UgkxEeJK_7M-PoHxZ3RnXvL5jlUpgeYEmPTt,UgkxEeJK_7M-PoHxZ3RnXvL5jlUpgeYEmPTt,22:15,23:16,tracks/UgkxEeJK_7M-PoHxZ3RnXvL5jlUpgeYEmPTt.mp3,classic
343,374,374,375,Schumann,Fantasie in C-Dur,25.51,28.02,36.72,19.33,33.35,16.95,9.91,7.42,5.33,28.59,13.43,6.37,0.85,1.81,3.28,,https://youtube.com/clip/UgkxBPp9LjwU7gLOe1-5XELHnxiPMvjcs21p,UgkxBPp9LjwU7gLOe1-5XELHnxiPMvjcs21p,0:32,1:26,tracks/UgkxBPp9LjwU7gLOe1-5XELHnxiPMvjcs21p.mp3,classic
344,375,375,376,Schumann,Kinderszenen,15.17,11.57,7.37,8.7,33.43,33.6,12.0,14.63,0.0,15.25,22.8,7.32,0.83,1.4,2.8,,https://youtube.com/clip/Ugkx1wCT-CLUHGwzRcnGNdGJAm4MBm_L2YeX,Ugkx1wCT-CLUHGwzRcnGNdGJAm4MBm_L2YeX,6:08,6:58,tracks/Ugkx1wCT-CLUHGwzRcnGNdGJAm4MBm_L2YeX.mp3,classic
345,376,376,377,Grieg,Norwegische Tï¿½nze,30.7,31.33,2.5,3.6,7.9,45.1,46.53,31.4,1.03,15.21,45.82,16.22,0.93,1.57,3.1,,https://youtube.com/clip/Ugkxcc9YKG2q1GfRf8iIrnDt57MeAktVbXQ4,Ugkxcc9YKG2q1GfRf8iIrnDt57MeAktVbXQ4,1:24,1:55,tracks/Ugkxcc9YKG2q1GfRf8iIrnDt57MeAktVbXQ4.mp3,classic
346,379,379,380,Mozart,25. Sinfonie (I. Allegro con brio),31.68,28.84,21.48,7.08,12.68,55.92,32.84,20.6,3.2,20.35,44.38,11.9,0.88,1.84,3.64,,https://youtube.com/clip/Ugkxdi4Q847_5HcKNDrEwByurSLRuDA0fG3e,Ugkxdi4Q847_5HcKNDrEwByurSLRuDA0fG3e,0:08,0:50,tracks/Ugkxdi4Q847_5HcKNDrEwByurSLRuDA0fG3e.mp3,classic
347,380,380,381,Beethoven,"Sonate Nr. 8, 2. Satz",21.32,27.52,44.2,39.88,59.84,6.68,1.4,6.96,28.4,38.55,4.04,17.68,0.9,2.44,3.76,,https://youtube.com/clip/UgkxMr_kC15HJ_96um1vERtcnQbVWTByXf_r,UgkxMr_kC15HJ_96um1vERtcnQbVWTByXf_r,0:18,1:15,tracks/UgkxMr_kC15HJ_96um1vERtcnQbVWTByXf_r.mp3,classic
348,381,381,382,Bizet,Carmen (Habanera),30.69,11.93,20.14,15.14,17.1,31.21,28.93,7.66,4.93,19.0,30.07,6.29,0.72,3.17,3.28,,https://youtube.com/clip/UgkxH5OjhFpFt-iY89uRAYiUQnuGx9mBA4au,UgkxH5OjhFpFt-iY89uRAYiUQnuGx9mBA4au,0:57,1:37,tracks/UgkxH5OjhFpFt-iY89uRAYiUQnuGx9mBA4au.mp3,classic
349,383,383,384,Liszt,Spanish Rhapsody,27.79,22.9,41.41,32.07,45.83,17.9,2.72,6.45,1.9,34.0,10.31,4.17,0.9,1.66,3.21,,https://youtube.com/clip/UgkxmRT7QX3F7nXMsy5e574VbVXNvsvM_VxF,UgkxmRT7QX3F7nXMsy5e574VbVXNvsvM_VxF,8:15,9:06,tracks/UgkxmRT7QX3F7nXMsy5e574VbVXNvsvM_VxF.mp3,classic
350,384,384,385,Brahms,"Sonate Nr. 2 fï¿½r Klarinette, 1. Satz",19.16,24.95,44.35,37.51,51.03,16.41,5.95,7.27,1.32,35.4,11.18,4.3,0.93,1.3,3.32,,https://youtube.com/clip/Ugkxm14v7zN8tkTO9rb9PQWL08fFY_zEkLRy,Ugkxm14v7zN8tkTO9rb9PQWL08fFY_zEkLRy,0:00,0:54,tracks/Ugkxm14v7zN8tkTO9rb9PQWL08fFY_zEkLRy.mp3,classic
351,385,385,386,Mussorgsky,Bilder einer Ausstellung,32.89,27.89,7.14,0.0,0.0,41.81,50.11,46.89,0.0,13.58,45.96,23.45,0.96,1.32,3.11,,https://youtube.com/clip/Ugkx91mTFEVcvkA0MA3pwqZq6LccGPuvSzCV,Ugkx91mTFEVcvkA0MA3pwqZq6LccGPuvSzCV,23:40,24:47,tracks/Ugkx91mTFEVcvkA0MA3pwqZq6LccGPuvSzCV.mp3,classic
352,386,386,387,Debussy,Arabesque No. 1,26.35,35.51,52.95,45.62,65.32,13.24,1.81,2.11,5.24,45.15,7.53,3.68,0.96,1.41,3.57,,https://youtube.com/clip/Ugkx3dXVQbl5FjLlTEYPQ1I68-cvNf8w8_hW,Ugkx3dXVQbl5FjLlTEYPQ1I68-cvNf8w8_hW,0:00,0:45,tracks/Ugkx3dXVQbl5FjLlTEYPQ1I68-cvNf8w8_hW.mp3,classic
353,387,387,388,Skrjabin,Prï¿½ludes op. 11 no. 1,29.2,23.06,34.54,28.09,36.91,16.11,9.54,1.91,11.91,30.36,12.83,6.91,0.84,1.54,3.26,,https://youtube.com/clip/UgkxA4dsRXpLLHK8eSjZEwi_w6ZVBO-q8r36,UgkxA4dsRXpLLHK8eSjZEwi_w6ZVBO-q8r36,0:08,1:02,tracks/UgkxA4dsRXpLLHK8eSjZEwi_w6ZVBO-q8r36.mp3,classic
354,388,388,389,Tschaikowski,Slawischer Marsch,21.8,25.51,6.31,7.69,7.4,26.11,25.14,42.69,2.34,13.74,25.63,22.51,0.86,1.8,2.46,,https://youtube.com/clip/UgkxwFdtSCqCkK2IHy3CMeb2wrYzQbdPltfz,UgkxwFdtSCqCkK2IHy3CMeb2wrYzQbdPltfz,2:00,2:47,tracks/UgkxwFdtSCqCkK2IHy3CMeb2wrYzQbdPltfz.mp3,classic
355,389,389,390,Verdi,der Troubadour,21.51,22.0,4.86,10.14,21.94,34.4,26.6,10.34,0.0,16.09,30.5,5.17,0.84,1.49,2.6,,https://youtube.com/clip/UgkxKBHZ5fuExQ4dwhTRRQtwxOKePzXeczYe,UgkxKBHZ5fuExQ4dwhTRRQtwxOKePzXeczYe,2:05,2:43,tracks/UgkxKBHZ5fuExQ4dwhTRRQtwxOKePzXeczYe.mp3,classic
356,390,390,391,Lalo,Symphonie espagnole,34.46,28.17,15.62,12.0,23.5,45.38,22.46,8.25,0.0,22.75,33.92,4.12,0.86,1.92,3.29,,https://youtube.com/clip/UgkxUZYPzWKM30sUaKQw_uvovRYp978C0MYu,UgkxUZYPzWKM30sUaKQw_uvovRYp978C0MYu,0:30,1:10,tracks/UgkxUZYPzWKM30sUaKQw_uvovRYp978C0MYu.mp3,classic
357,391,391,392,Verdi,Requiem (Dies Irae),19.08,34.92,1.62,0.71,3.75,30.21,46.75,38.75,1.96,12.02,38.48,20.35,0.9,2.42,3.04,,https://youtube.com/clip/Ugkxna9k57bVYBGKF6_S-xrUOUyKFjnPclD-,Ugkxna9k57bVYBGKF6_S-xrUOUyKFjnPclD-,0:00,0:53,tracks/Ugkxna9k57bVYBGKF6_S-xrUOUyKFjnPclD-.mp3,classic
358,393,393,394,Beethoven,Sinfonie Nr. 9,29.88,20.88,28.29,22.04,44.46,15.04,2.58,6.79,1.62,29.11,8.81,4.21,0.86,1.62,3.04,,https://youtube.com/clip/UgkxvVpIoaNTe9zVvrjJp3fYNI_-qohSQHrz,UgkxvVpIoaNTe9zVvrjJp3fYNI_-qohSQHrz,35:25,35:55,tracks/UgkxvVpIoaNTe9zVvrjJp3fYNI_-qohSQHrz.mp3,classic
359,396,396,397,Tschaikowski,Marsch (Nussknacker),25.53,11.37,28.68,7.21,21.32,41.63,39.68,0.0,1.11,18.82,40.66,0.55,0.82,3.53,3.21,,https://youtube.com/clip/Ugkx4F31UGibkv7P0DjRbtyiIkZv-oHrFexd,Ugkx4F31UGibkv7P0DjRbtyiIkZv-oHrFexd,0:21,1:09,tracks/Ugkx4F31UGibkv7P0DjRbtyiIkZv-oHrFexd.mp3,classic
360,397,397,398,Vivaldi,Die 4 Jahreszeiten (Winter),27.4,23.5,12.45,6.85,8.45,30.75,28.25,23.55,3.05,15.73,29.5,13.3,0.63,2.5,3.05,,https://youtube.com/clip/Ugkx-e3GiNyUxYwCNCIaH0akhND12-LBIbdL,Ugkx-e3GiNyUxYwCNCIaH0akhND12-LBIbdL,35:39,36:15,tracks/Ugkx-e3GiNyUxYwCNCIaH0akhND12-LBIbdL.mp3,classic
361,398,398,399,Rachmaninow,Paganini Variations No. 18,34.4,15.35,39.2,29.95,60.85,28.3,6.8,3.65,3.95,35.95,17.55,3.8,0.88,1.4,3.35,,https://youtube.com/clip/Ugkx-9RvVXKd6gOUhxagD894QCLuSQ29m1fU,Ugkx-9RvVXKd6gOUhxagD894QCLuSQ29m1fU,0:05,1:05,tracks/Ugkx-9RvVXKd6gOUhxagD894QCLuSQ29m1fU.mp3,classic
362,399,399,400,Brahms,Sinfonie Nr. 4,28.12,37.21,30.53,26.09,32.26,17.94,14.21,11.56,7.29,30.84,16.07,9.43,0.74,1.35,3.62,,https://youtube.com/clip/Ugkx1vaUia7sOeAC90G3Wof5F_L2FzTf1EQU,Ugkx1vaUia7sOeAC90G3Wof5F_L2FzTf1EQU,0:01,0:44,tracks/Ugkx1vaUia7sOeAC90G3Wof5F_L2FzTf1EQU.mp3,classic
363,403,403,404,Vivaldi,L'Estro Armonico (Concerto No. 9),29.06,33.45,23.36,22.09,44.06,38.58,12.21,9.03,0.85,30.41,25.39,4.94,0.87,1.88,3.39,,https://youtube.com/clip/UgkxNHh8ncrNUahwZ7U7s7JrSXY1o46PTT90,UgkxNHh8ncrNUahwZ7U7s7JrSXY1o46PTT90,0:08,0:49,tracks/UgkxNHh8ncrNUahwZ7U7s7JrSXY1o46PTT90.mp3,classic
364,404,404,405,Rachmaninow,"3. Klavierkonzert, 3. Satz",19.59,18.94,7.84,0.0,4.06,28.5,27.66,38.75,0.94,10.09,28.08,19.84,0.9,1.22,2.84,,https://youtube.com/clip/UgkxtUia2ykcbGRBiNUvQhYOLsnIvm9IlsWW,UgkxtUia2ykcbGRBiNUvQhYOLsnIvm9IlsWW,39:01,39:42,tracks/UgkxtUia2ykcbGRBiNUvQhYOLsnIvm9IlsWW.mp3,classic
365,406,406,407,Chopin,"3. Klaviersonate, 4. Satz",30.31,46.58,24.62,8.88,17.69,40.54,23.92,26.38,7.69,25.62,32.23,17.04,0.79,1.38,3.0,,https://youtube.com/clip/UgkxuXKh_Cg-_ifVwhYq5x_Tka3iMqPQkOIb,UgkxuXKh_Cg-_ifVwhYq5x_Tka3iMqPQkOIb,20:50,21:41,tracks/UgkxuXKh_Cg-_ifVwhYq5x_Tka3iMqPQkOIb.mp3,classic
366,409,409,410,Verdi,La Traviata,29.3,16.57,34.1,30.3,41.97,17.5,11.27,6.07,2.37,30.45,14.38,4.22,0.87,1.7,3.3,,https://youtube.com/clip/Ugkxs91yK-7opbadXSjR2sxx-3nNB1Lb-3vy,Ugkxs91yK-7opbadXSjR2sxx-3nNB1Lb-3vy,1:16,1:57,tracks/Ugkxs91yK-7opbadXSjR2sxx-3nNB1Lb-3vy.mp3,classic
367,414,414,415,Skrjabin,Prï¿½ludes op. 11 no. 15,22.64,19.76,29.8,21.44,53.36,11.16,3.76,1.6,6.72,29.4,7.46,4.16,0.9,1.32,3.24,,https://youtube.com/clip/UgkxC5w33irJhDDR6Iuf4qAPBh-TMkOaNTwS,UgkxC5w33irJhDDR6Iuf4qAPBh-TMkOaNTwS,21:08,21:53,tracks/UgkxC5w33irJhDDR6Iuf4qAPBh-TMkOaNTwS.mp3,classic
368,415,415,416,Vivaldi,Die 4 Jahreszeiten (Frï¿½hling),20.55,16.35,29.4,7.25,19.9,28.65,27.7,10.5,2.15,18.69,28.18,6.32,0.59,3.4,2.8,,https://youtube.com/clip/UgkxYglz416a9J3po5WfsLRcI_YPLpPtQsdb,UgkxYglz416a9J3po5WfsLRcI_YPLpPtQsdb,1:00,1:56,tracks/UgkxYglz416a9J3po5WfsLRcI_YPLpPtQsdb.mp3,classic
369,417,417,418,Rachmaninow,Prï¿½ludes op. 32 no. 5,24.74,14.13,36.91,32.3,58.87,11.7,0.0,0.0,4.0,33.39,5.85,2.0,0.93,1.09,3.26,,https://youtube.com/clip/Ugkx61Zy9gilFKWKvUGJ-dkPTiaQXWSET-mg,Ugkx61Zy9gilFKWKvUGJ-dkPTiaQXWSET-mg,0:03,0:44,tracks/Ugkx61Zy9gilFKWKvUGJ-dkPTiaQXWSET-mg.mp3,classic
370,418,418,419,Vivaldi,Die 4 Jahreszeiten (Sommer),23.57,28.83,21.91,21.17,33.43,10.0,6.83,9.39,12.26,25.78,8.41,10.83,0.62,1.78,3.22,,https://youtube.com/clip/UgkxsUbAkn64g0KksHbehhXYmDCvmZeHczH3,UgkxsUbAkn64g0KksHbehhXYmDCvmZeHczH3,10:58,11:41,tracks/UgkxsUbAkn64g0KksHbehhXYmDCvmZeHczH3.mp3,classic
371,419,419,420,Elgar,Pomp and Circumstance (1. Marsch),21.93,21.89,3.41,3.59,5.15,40.85,37.37,18.48,0.0,11.19,39.11,9.24,0.89,1.78,3.07,,https://youtube.com/clip/UgkxtGH8qKRGozy2v3JD0n2Sc3Jx9r-mBppL,UgkxtGH8qKRGozy2v3JD0n2Sc3Jx9r-mBppL,0:04,0:44,tracks/UgkxtGH8qKRGozy2v3JD0n2Sc3Jx9r-mBppL.mp3,classic
372,420,420,421,Mozart,"Gran Partita, 3. Satz",26.37,13.41,20.3,25.7,47.78,4.78,3.19,8.26,7.56,26.71,3.98,7.91,0.88,1.41,3.0,,https://youtube.com/clip/Ugkx_0m0f5hs-LgUaJ1tJon-UoosrY5s_w99,Ugkx_0m0f5hs-LgUaJ1tJon-UoosrY5s_w99,0:20,1:20,tracks/Ugkx_0m0f5hs-LgUaJ1tJon-UoosrY5s_w99.mp3,classic
373,422,422,423,Ravel,Bolï¿½ro,9.21,17.79,13.12,12.45,17.61,19.97,25.7,8.79,0.0,14.04,22.83,4.39,0.68,2.48,2.76,,https://youtube.com/clip/UgkxIHGrjKJm-19dI7CqzycTYSj-Yi11Ex34,UgkxIHGrjKJm-19dI7CqzycTYSj-Yi11Ex34,7:06,7:31,tracks/UgkxIHGrjKJm-19dI7CqzycTYSj-Yi11Ex34.mp3,classic
374,423,423,424,Berg,"Quartett, op. 3",15.76,18.39,3.73,5.97,4.64,12.91,5.67,55.06,1.45,9.7,9.29,28.26,0.94,1.3,1.85,,https://youtube.com/clip/UgkxFJTO33h-6oPOm8nOARg7Eywds9l-2qrm,UgkxFJTO33h-6oPOm8nOARg7Eywds9l-2qrm,10:20,11:20,tracks/UgkxFJTO33h-6oPOm8nOARg7Eywds9l-2qrm.mp3,classic
375,424,424,425,Mozart,"Don Giovanni, ""La ci darem la mano""",10.16,15.03,22.84,32.9,29.42,11.77,2.03,13.87,7.74,22.07,6.9,10.81,0.75,1.35,2.55,,https://youtube.com/clip/UgkxaYlm8i53IyfuyxeXXx1QvKR-axs3MYfn,UgkxaYlm8i53IyfuyxeXXx1QvKR-axs3MYfn,2:50,3:43,tracks/UgkxaYlm8i53IyfuyxeXXx1QvKR-axs3MYfn.mp3,classic
376,425,425,426,Carl Orff,O Fortuna (Carmina Burana),26.52,33.13,16.68,6.9,9.42,45.71,68.45,12.9,0.0,18.53,57.08,6.45,0.95,3.65,3.61,,https://youtube.com/clip/UgkxXSbfxW58bYGu_rCHNm5qmvgW90Phkh-U,UgkxXSbfxW58bYGu_rCHNm5qmvgW90Phkh-U,1:17,1:57,tracks/UgkxXSbfxW58bYGu_rCHNm5qmvgW90Phkh-U.mp3,classic
377,427,427,428,Vivaldi,Die 4 Jahreszeiten (Herbst),27.37,18.3,18.0,9.37,25.41,21.04,12.59,10.19,4.85,19.69,16.81,7.52,0.61,1.85,2.7,,https://youtube.com/clip/UgkxlAo-jlLlXTI6-6GND0QTMg_HTFHG71iu,UgkxlAo-jlLlXTI6-6GND0QTMg_HTFHG71iu,22:09,22:45,tracks/UgkxlAo-jlLlXTI6-6GND0QTMg_HTFHG71iu.mp3,classic
378,428,428,429,Debussy,Des pas sur la neige,22.52,15.48,38.22,17.81,34.59,10.33,0.0,2.85,21.96,25.73,5.17,12.41,0.87,1.26,2.89,,https://youtube.com/clip/Ugkxi1kP86YJco8d1sp7__TqIok3RzmKM1RQ,Ugkxi1kP86YJco8d1sp7__TqIok3RzmKM1RQ,0:00,1:00,tracks/Ugkxi1kP86YJco8d1sp7__TqIok3RzmKM1RQ.mp3,classic
379,429,429,430,Puccini,Messa di Gloria,22.33,15.37,7.7,8.63,14.26,16.85,21.0,5.15,0.0,13.66,18.93,2.57,0.68,1.33,2.63,,https://youtube.com/clip/UgkxGxCmVKzTT8XqOWWJlHGisGcOp_IpY5Kc,UgkxGxCmVKzTT8XqOWWJlHGisGcOp_IpY5Kc,19:56,20:42,tracks/UgkxGxCmVKzTT8XqOWWJlHGisGcOp_IpY5Kc.mp3,classic
380,430,430,431,Bach,Brandenburgische Konzerte,20.69,29.69,14.83,13.76,19.03,28.59,30.48,17.0,0.66,19.6,29.53,8.83,0.65,1.66,2.76,,https://youtube.com/clip/UgkxeLffTg_jPplOibtLpXdWG3rrOmkbu7dp,UgkxeLffTg_jPplOibtLpXdWG3rrOmkbu7dp,22:00,22:46,tracks/UgkxeLffTg_jPplOibtLpXdWG3rrOmkbu7dp.mp3,classic
381,431,431,432,Chopin,Waltz Op.69 No.2,24.1,13.79,29.28,27.1,46.62,25.28,6.45,8.48,0.0,28.18,15.86,4.24,0.85,1.45,2.97,,https://youtube.com/clip/UgkxmgvSvVKZ8-sYhYcb76BaYxtKTXZp1F0Z,UgkxmgvSvVKZ8-sYhYcb76BaYxtKTXZp1F0Z,1:18,1:49,tracks/UgkxmgvSvVKZ8-sYhYcb76BaYxtKTXZp1F0Z.mp3,classic
