artist,title,Wonder,Transcendence,Nostalgia,Tenderness,Peacefulness,Joy,Power,Tension,Sadness,Spotify ID,Youtube ID,genre,Path
Arctic Monkeys,Do I Wanna Know,4,4,4,2,3,4,4,1,1,5FVd6KXrgO9B3JPmC8OPst,Ugkx3C93_K7mw93V4DJ7PUu7FluA0Qo_7WQf,pop,tracks/Ugkx3C93_K7mw93V4DJ7PUu7FluA0Qo_7WQf.mp3
Lady Gaga,Pokerface,4,2,4,1,2,5,5,1,1,1QV6tiMFM6fSOKOGLMHYYg,UgkxkOxrG1xvuhSDYypwMKFCijhV_a-eYS77,pop,tracks/UgkxkOxrG1xvuhSDYypwMKFCijhV_a-eYS77.mp3
Wiz Khalifa,"Young, Wild & Free",4,2,4,2,2,5,3,3,1,5HQVUIKwCEXpe7JIHyY734,UgkxCvIDJmDT3LI2bByGdPRUfLQcjUwxCj63,hip_hop,tracks/UgkxCvIDJmDT3LI2bByGdPRUfLQcjUwxCj63.mp3
Rachmaninow,Prï¿½ludes op. 32 no. 5,4,2,5,5,5,2,1,1,1,,Ugkx61Zy9gilFKWKvUGJ-dkPTiaQXWSET-mg,classic,tracks/Ugkx61Zy9gilFKWKvUGJ-dkPTiaQXWSET-mg.mp3
Alfvï¿½n,Midsommarvaka,5,5,2,5,5,4,3,1,1,6bnYnAVPzpWLqG4mqC9gc3,,classic,tracks/6bnYnAVPzpWLqG4mqC9gc3.mp3
Elis Regina,Como Nossos Pais,3,3,3,4,2,3,3,2,3,2ZC8sdv4Kvuql7Q9T8Agzv,,jazz,tracks/2ZC8sdv4Kvuql7Q9T8Agzv.mp3
Paul McCartney,The Lovely Linda,3,2,5,4,5,4,1,1,2,0Ca2mDERpTFmnttcSt9UcR,,rock,tracks/0Ca2mDERpTFmnttcSt9UcR.mp3
Chance The Rapper,Summer Friends,1,1,1,2,3,4,1,3,1,2fl0B0OaXjWbjHCQFx2O8W,Ugkx3xlTENI-JXgKuo3V07OjMtslbm5vFWD5,hip_hop,tracks/Ugkx3xlTENI-JXgKuo3V07OjMtslbm5vFWD5.mp3
Fletwood Mac,Dreams,3,3,5,4,5,4,1,1,1,0ofHAoxe9vBkTCp2UQIavz,UgkxQMbhr2z_eKAUDgf3qBfU2f1FvLS8GTTw,pop,tracks/UgkxQMbhr2z_eKAUDgf3qBfU2f1FvLS8GTTw.mp3
Bizet,Carmen (Habanera),4,2,3,2,3,5,4,2,1,,UgkxH5OjhFpFt-iY89uRAYiUQnuGx9mBA4au,classic,tracks/UgkxH5OjhFpFt-iY89uRAYiUQnuGx9mBA4au.mp3
Chinese Man,I've Got That Tune,4,2,2,2,4,5,4,2,1,6ZOeDXutLpSGqA1sSL6LrL,Ugkxl8V8xIDseh5mZvsg3Ry96BpP--D9opcP,hip_hop,tracks/Ugkxl8V8xIDseh5mZvsg3Ry96BpP--D9opcP.mp3
Cerrone,Give Me Love,4,3,5,3,4,5,4,2,2,30EaKbkhCzCAxVccAaYzGA,,funk_soul,tracks/30EaKbkhCzCAxVccAaYzGA.mp3
Santigold,The Keepers,2,3,3,1,2,4,4,2,2,1BaVwEV5FogbZuCzpSc7Jl,,electronic,tracks/1BaVwEV5FogbZuCzpSc7Jl.mp3
Jamie Cullum,Mind Trick,4,3,5,4,5,5,4,1,1,1rLs5c68LOspqWKcCMdXKO,,jazz,tracks/1rLs5c68LOspqWKcCMdXKO.mp3
Leftfield,Release the Pressure,3,2,2,2,4,5,3,2,2,6SpP5cpf4dY8AFFtXEfqmA,,electronic,tracks/6SpP5cpf4dY8AFFtXEfqmA.mp3
t.A.T.u.,All the Things She Said,4,3,4,3,2,5,5,2,2,4bJygwUKrRgq1stlNXcgMg,,pop,tracks/4bJygwUKrRgq1stlNXcgMg.mp3
Katatonia,Last Resort,1,2,4,1,2,3,3,5,4,2gtu8xsu1VGahuRJ2YZAHA,,rock,tracks/2gtu8xsu1VGahuRJ2YZAHA.mp3
Sï¿½rgio Mendes,Mas que nada,2,3,3,2,4,5,3,2,1,6U7GUjtamt2P0LcFod1dBT,,jazz,tracks/6U7GUjtamt2P0LcFod1dBT.mp3
Nina Simone,I Want a Little Sugar in My Bowl,4,3,5,5,5,3,2,1,4,3NcJu9876GBJuNU6vJOrbb,,jazz,tracks/3NcJu9876GBJuNU6vJOrbb.mp3
The Jacksons,Blame It on the Boogie,5,4,5,3,2,5,5,1,1,3qI94hINNNeb4S7xQi18lS,,funk_soul,tracks/3qI94hINNNeb4S7xQi18lS.mp3
The Cinematic Orchestra,Ma Fleur,3,2,4,4,5,2,2,2,3,3AqPL1n1wKc5DVFFnYuJhp,,electronic,tracks/3AqPL1n1wKc5DVFFnYuJhp.mp3
Lalo,Symphonie espagnole,5,4,2,2,4,5,3,2,1,,UgkxUZYPzWKM30sUaKQw_uvovRYp978C0MYu,classic,tracks/UgkxUZYPzWKM30sUaKQw_uvovRYp978C0MYu.mp3
Chopin,Waltz Op.69 No.2,4,2,4,4,5,4,1,2,1,,UgkxmgvSvVKZ8-sYhYcb76BaYxtKTXZp1F0Z,classic,tracks/UgkxmgvSvVKZ8-sYhYcb76BaYxtKTXZp1F0Z.mp3
The Deli,5:32pm,2,3,5,4,5,2,1,2,1,7qrBYrivpvfXUPBMmqh3dA,,hip_hop,tracks/7qrBYrivpvfXUPBMmqh3dA.mp3
Mark Ronson,Uptown Funk,2,3,4,3,1,5,5,2,1,32OlwWuMpZ6b0aN2RZOeMS,,funk_soul,tracks/32OlwWuMpZ6b0aN2RZOeMS.mp3
Bobby Caldwell,Open Your Eyes,2,2,5,5,5,5,3,1,1,1Yrgyxebkguu4MGFkDoINo,,jazz,tracks/1Yrgyxebkguu4MGFkDoINo.mp3
Yoav,Club Thing,1,3,2,3,3,3,3,3,1,7LDqph6mv9A5uzlzuXfhyL,,electronic,tracks/7LDqph6mv9A5uzlzuXfhyL.mp3
Feed Me,One Click Headshot,2,1,3,1,2,4,3,3,1,4z7t5KsfkxMC1PdOLgog4V,,electronic,tracks/4z7t5KsfkxMC1PdOLgog4V.mp3
Rancid,Time Bomb,1,1,3,1,1,5,4,3,1,41kg2RvdwBuIv0OPpvBS4v,,rock,tracks/41kg2RvdwBuIv0OPpvBS4v.mp3
Macklemore,Same Love,5,3,5,5,4,5,2,1,1,01uqI4H13Gsd8Lyl1EYd8H,UgkxuB37w_IKefXDD5QrBIjRGgLlY6hrVi-H,pop,tracks/UgkxuB37w_IKefXDD5QrBIjRGgLlY6hrVi-H.mp3
Skrjabin,Prï¿½ludes op. 11 no. 15,4,3,4,3,5,2,1,1,1,,UgkxC5w33irJhDDR6Iuf4qAPBh-TMkOaNTwS,classic,tracks/UgkxC5w33irJhDDR6Iuf4qAPBh-TMkOaNTwS.mp3
Cï¿½line Dion,Je crois toi,4,4,4,5,4,1,2,2,4,3CehtvHVAVPaaukPIIL67r,,pop,tracks/3CehtvHVAVPaaukPIIL67r.mp3
Eminem,Mockingbird,4,2,5,2,2,2,2,3,5,561jH07mF1jHuk7KlaeF0s,Ugkxgie5MI-cRMFrgZHXb5x44t3tkLgpM5CJ,hip_hop,tracks/Ugkxgie5MI-cRMFrgZHXb5x44t3tkLgpM5CJ.mp3
Nicki Minaj,Starships,3,4,2,2,2,5,5,4,1,1oHNvJVbFkexQc0BpQp7Y4,,pop,tracks/1oHNvJVbFkexQc0BpQp7Y4.mp3
Jam & Spoon,Right in the Night (Fall in Love With Music),3,4,4,3,4,5,5,2,2,6x6G0shZs4Qg4YLfLbhR7z,,electronic,tracks/6x6G0shZs4Qg4YLfLbhR7z.mp3
Jeremy Kay,Have It All,4,2,3,5,4,4,3,1,2,2lt8MKIve6BMPAJ6xfH8bL,,pop,tracks/2lt8MKIve6BMPAJ6xfH8bL.mp3
Darren Styles,Cutting Deep,2,4,1,1,1,5,5,4,1,2GOGJIN0VMUFrHtyKvmkQn,,electronic,tracks/2GOGJIN0VMUFrHtyKvmkQn.mp3
Sara Gazarek,Yours,1,1,4,5,5,4,1,1,1,3STjN5FAkJiljtZzrSeE0I,,jazz,tracks/3STjN5FAkJiljtZzrSeE0I.mp3
Beethoven,Sinfonie Nr. 6,5,3,2,4,4,4,2,1,1,,Ugkx1Ej3b9qA_WObxshPovM-pu8oSGSi9M72,classic,tracks/Ugkx1Ej3b9qA_WObxshPovM-pu8oSGSi9M72.mp3
Submotion Orchestra,Variations,2,1,1,4,5,1,1,1,1,3qzxORCDY3UpbvT7p7WYIE,,electronic,tracks/3qzxORCDY3UpbvT7p7WYIE.mp3
Der Junge mit der Gitarre,Hallo Worum Gehts Ich Bin Dagegen,3,2,1,1,1,5,4,2,1,2v9P6UeIJkWBz2NnvGvZIr,,pop,tracks/2v9P6UeIJkWBz2NnvGvZIr.mp3
Anathema,Crestfallen,1,1,1,1,1,1,4,5,2,3Ca1PahHy0AowFpNwHzJM2,,rock,tracks/3Ca1PahHy0AowFpNwHzJM2.mp3
Bruno Mars,Treasure,4,2,2,3,4,5,4,2,1,55h7vJchibLdUkxdlX3fK7,Ugkx-rrC5IaUoZr3-24uYboRqWLTaFxxw8ho,funk_soul,tracks/Ugkx-rrC5IaUoZr3-24uYboRqWLTaFxxw8ho.mp3
Vanessa Carlton,A Thousand Miles,5,1,5,4,4,5,2,1,1,4w1lzcaoZ1IC2K5TwjalRP,UgkxQ2vunX6qRD62Hmm-iVMY0elLoFT-EIi6,pop,tracks/UgkxQ2vunX6qRD62Hmm-iVMY0elLoFT-EIi6.mp3
Katatonia,Deliberation,2,2,2,1,1,2,4,5,2,3z7jm3G3rdp05oTzYWkHNi,,rock,tracks/3z7jm3G3rdp05oTzYWkHNi.mp3
David Gray,Please Forgive me,3,2,2,1,3,3,1,2,1,2H0oiflYrs8PPjOxZ5TdIu,Ugkx5ik9HReAChsNTE22YWQIw-mB6CM4BcGX,pop,tracks/Ugkx5ik9HReAChsNTE22YWQIw-mB6CM4BcGX.mp3
Jamiroquai,Virtual Insanity,5,2,4,3,4,5,5,1,1,2Bxt2qamL6iu0XN0Td484J,UgkxgVQ5ux4pXyn83sb16otHzXBiTCpTh2V-,pop,tracks/UgkxgVQ5ux4pXyn83sb16otHzXBiTCpTh2V-.mp3
Lake of Tears,So Fell Autumn Rain,2,2,2,1,1,2,4,2,2,2sXOtMnG1wfnNsNUQ6oDPR,,rock,tracks/2sXOtMnG1wfnNsNUQ6oDPR.mp3
Vinï¿½cius de Moraes,Samba em Prelï¿½dio,4,3,5,5,5,2,1,1,3,7yYKjc8k6UrqeBig0bDeFy,,jazz,tracks/7yYKjc8k6UrqeBig0bDeFy.mp3
Babybird,If You'll Be Mine,3,1,3,4,5,3,2,1,1,5EMnZ3vruQchFxvGTxr0zH,,pop,tracks/5EMnZ3vruQchFxvGTxr0zH.mp3
Aerosmith,I Don't Want To Miss A Thing,5,3,5,5,5,5,5,1,2,225xvV8r1yKMHErSWivnow,UgkxyD8sASPRaSOcUov9UHcKBrJOi3e8ktUQ,pop,tracks/UgkxyD8sASPRaSOcUov9UHcKBrJOi3e8ktUQ.mp3
Marina and the Diamonds,Gold,4,2,2,4,3,5,2,1,1,31cL2Hdc40Rck0wH1sDEja,,pop,tracks/31cL2Hdc40Rck0wH1sDEja.mp3
Cissy Houston,Think It Over,3,3,3,2,2,5,5,3,1,09HKieZL31JLWTb2s5tm6I,,funk_soul,tracks/09HKieZL31JLWTb2s5tm6I.mp3
James Blake,Timeless,1,2,1,1,1,2,4,5,1,49jxn2Mdde8QZUx0AlbD0l,,electronic,tracks/49jxn2Mdde8QZUx0AlbD0l.mp3
Alesso,Sweet Escape,4,5,3,2,2,5,5,3,1,6vPJvkEuWZPcv58NnQ3dBR,,electronic,tracks/6vPJvkEuWZPcv58NnQ3dBR.mp3
Mattafix,Big City Life,4,3,3,2,4,5,3,2,1,4stm6lf1vQBSl7Eq4Npzr0,UgkxSGQfRxnFhbwBogiTRiiADnSJ5HdoUsYa,hip_hop,tracks/UgkxSGQfRxnFhbwBogiTRiiADnSJ5HdoUsYa.mp3
Beastie Boys,Fight For Your Right,4,2,2,1,1,5,5,4,1,5NLuC70kZQv8q34QyQa1DP,UgkxLiBRjEcNV1_KdoYV9fExBB4JoIZqPXl1,hip_hop,tracks/UgkxLiBRjEcNV1_KdoYV9fExBB4JoIZqPXl1.mp3
Sandy,Aquela dos 30,3,2,2,2,2,5,3,2,1,13P1ZQvK9lejmHM6h8Pnbk,,pop,tracks/13P1ZQvK9lejmHM6h8Pnbk.mp3
David Guetta,Memories,2,1,2,1,1,5,4,3,1,5xYC48nOppVemY6U5GRGTb,UgkxeW-A20ALNhf8q1xKQEVG8JVOkcbXqygx,pop,tracks/UgkxeW-A20ALNhf8q1xKQEVG8JVOkcbXqygx.mp3
My Dying Bride,For My Fallen Angel,5,4,4,5,5,1,3,2,5,5oVSFQUi1hBYYRiNeOwfWy,,rock,tracks/5oVSFQUi1hBYYRiNeOwfWy.mp3
Imogen Heap,Hide and Seek,2,2,4,1,3,1,1,2,3,7mMlbJlXXo2mRtQ4R9sIzD,UgkxReRV3zEnaaqLnC9E3lodVi2eVKn2keyd,pop,tracks/UgkxReRV3zEnaaqLnC9E3lodVi2eVKn2keyd.mp3
Hï¿½ndel,Lascia ch'io pianga,2,4,2,4,5,3,2,1,2,,UgkxYADFt-D1EmdXoVDO2KJ0fQlgTNRiB0J3,classic,tracks/UgkxYADFt-D1EmdXoVDO2KJ0fQlgTNRiB0J3.mp3
Ashley Tisdale,Suddenly,4,4,4,5,5,2,3,1,4,6YD8kmD2SQw5uwQGFZ9W9n,,pop,tracks/6YD8kmD2SQw5uwQGFZ9W9n.mp3
"Hamilton, Joe Frank & Reynolds",Don't Pull Your Love,2,2,3,5,4,4,2,2,1,7tJsTykoo4Jk5JguHTx9W7,,rock,tracks/7tJsTykoo4Jk5JguHTx9W7.mp3
Bonobo,Nightlite,5,4,3,2,4,4,4,2,2,1gI1nC5E3ObyMtejdc8crP,,electronic,tracks/1gI1nC5E3ObyMtejdc8crP.mp3
Kool & The Gang,Celebration,4,2,5,2,3,5,5,1,1,3K7Q9PHUWPTaknlbFPThn2,,funk_soul,tracks/3K7Q9PHUWPTaknlbFPThn2.mp3
Brett Dennen,Closer To You,3,1,4,4,5,2,1,1,1,2NqSfApThFnUxlKaj4tnXB,UgkxZe58fNuASC2aCErF3xzGg5JqZFoV97YM,pop,tracks/UgkxZe58fNuASC2aCErF3xzGg5JqZFoV97YM.mp3
Aretha Franklin,(You Make Me Feel Like) A Natural Woman,4,3,4,4,3,5,4,1,1,5K09WxKdlkroDyEVyOSySy,UgkxAxl_euy_NSiF65UEnOXUQ_rhHCK4doqc,pop,tracks/5K09WxKdlkroDyEVyOSySy.mp3
D-12,Fight Music,1,2,1,1,1,5,5,4,1,3vBv2Tp0kHyBDUBZJr9GXQ,UgkxfSmvrq1hqByszPlR8lZYn7VfLMdBP7xj,hip_hop,tracks/UgkxfSmvrq1hqByszPlR8lZYn7VfLMdBP7xj.mp3
Gary Jules,Mad World,4,2,5,2,4,1,1,1,5,3JOVTQ5h8HGFnDdp4VT3MP,UgkxtyssG62_onzp6HEPprFdOI9dOulolVnR,pop,tracks/3JOVTQ5h8HGFnDdp4VT3MP.mp3
Paramore,The Only Exception,2,2,4,3,4,3,1,1,2,3ZHfX6kbiY7JVsB63lLOLu,UgkxnciX8ktBt6h1hcv0NlSR362q0NW7a92F,pop,tracks/UgkxnciX8ktBt6h1hcv0NlSR362q0NW7a92F.mp3
Imagination,Music and Lights,4,3,5,5,3,5,4,1,1,3kEA66ZM9mCxwhynOxgsLh,,funk_soul,tracks/3kEA66ZM9mCxwhynOxgsLh.mp3
Swing Out Sister,You On My Mind,1,2,2,2,3,4,2,2,1,4uYeKlfkLQMubZ9FhcbDfP,,jazz,tracks/4uYeKlfkLQMubZ9FhcbDfP.mp3
Arctic Monkeys,Fluorescent Adolescent,5,2,3,2,3,5,4,1,1,2x8evxqUlF0eRabbW2JBJd,UgkxFpmf6nVY8mMY9E2qN1GPC8r7jZ7qaDVJ,pop,tracks/UgkxFpmf6nVY8mMY9E2qN1GPC8r7jZ7qaDVJ.mp3
Marteria,Kids,1,2,1,1,2,5,2,3,1,6lxTIMeCLEkj48TlCRG3XX,UgkxkOCPBrbry70xR48trTHolY2-UZ16kstQ,hip_hop,tracks/UgkxkOCPBrbry70xR48trTHolY2-UZ16kstQ.mp3
Enya,Only Time,4,5,5,4,5,3,3,1,3,6FLwmdmW77N1Pxb1aWsZmO,UgkxEUYgE850H2Vn3J6Mib6bW_dZNqnfvhCD,pop,tracks/UgkxEUYgE850H2Vn3J6Mib6bW_dZNqnfvhCD.mp3
Verdi,Requiem (Dies Irae),3,5,1,1,1,4,5,5,1,,Ugkxna9k57bVYBGKF6_S-xrUOUyKFjnPclD-,classic,tracks/Ugkxna9k57bVYBGKF6_S-xrUOUyKFjnPclD-.mp3
Why SL Know Plug,Rite Back,2,2,1,1,1,5,3,2,1,5c2LdL9xlXX0CyPry5UDIR,UgkxtqzDFHjQIkX5tSVrUyjyEoXFIbxKSV7b,hip_hop,tracks/UgkxtqzDFHjQIkX5tSVrUyjyEoXFIbxKSV7b.mp3
Lord Finesse,Midas Era,3,3,2,1,4,5,2,3,1,6v0AYQ5YoF51yzGY0v0Dyg,,hip_hop,tracks/6v0AYQ5YoF51yzGY0v0Dyg.mp3
The Pharcyde,Passin' Me By,3,1,1,2,2,5,3,4,1,4G3dZN9o3o2X4VKwt4CLts,,hip_hop,tracks/4G3dZN9o3o2X4VKwt4CLts.mp3
No Spirit,Glowing Lights,1,2,3,3,5,1,1,1,1,3KunPHIvhxrUaHny2Z1J9w,,hip_hop,tracks/3KunPHIvhxrUaHny2Z1J9w.mp3
Panic! at the Disco,Death of a Bachelor,2,1,2,4,3,2,1,2,1,1BECwm5qkaBwlbfo4kpYx8,,jazz,tracks/1BECwm5qkaBwlbfo4kpYx8.mp3
Justin Bieber,Love Yourself,3,2,4,5,5,4,1,1,2,50kpGaPAhYJ3sGmk6vplg0,UgkxfJUeujTh66zSIpNMqkr_TTNR2NSL0Oiz,pop,tracks/UgkxfJUeujTh66zSIpNMqkr_TTNR2NSL0Oiz.mp3
Grace Jones,Scary But Fun,1,1,2,1,2,2,3,3,3,6ulf6TKwgoeKjNM7GPHmII,,funk_soul,tracks/6ulf6TKwgoeKjNM7GPHmII.mp3
Eric Clapton,Tears In Heaven,5,4,5,5,5,1,1,1,4,7utRJ4BeYx85khzP3lKoBX,UgkxxEFa8-Gy3pVOySexdjb0g18Q75s0Le1z,pop,tracks/UgkxxEFa8-Gy3pVOySexdjb0g18Q75s0Le1z.mp3
Pinball,Come Into My Dream,3,2,2,2,2,5,4,3,1,2JPFEnjLROchH7qqoRy9Vl,,electronic,tracks/2JPFEnjLROchH7qqoRy9Vl.mp3
Babybird,You're Gorgeous,2,1,2,1,4,4,1,1,1,5COBer69wpwkCPPaLr1gFb,,pop,tracks/5COBer69wpwkCPPaLr1gFb.mp3
Laura Pausini,Jenny,3,3,3,5,4,2,2,1,3,51ulZ6HIucARLOODM8smpU,,pop,tracks/51ulZ6HIucARLOODM8smpU.mp3
Demi Lovato,Without the Love,2,1,3,2,1,4,5,3,3,4YD5RuRjByJ6Sz0srp5Aii,,pop,tracks/4YD5RuRjByJ6Sz0srp5Aii.mp3
Chet Baker,The Thrill Is Gone,5,4,5,5,5,1,1,1,5,0kKQreifydSOeqZzHkNW67,,jazz,tracks/0kKQreifydSOeqZzHkNW67.mp3
Drake,Too Much,3,2,4,2,3,3,3,2,1,5LnXWeA9tuWKI2C1H74iiJ,UgkxwsSGKlnDB4tYHlE1dMUzGlV0JJVOL7ce,hip_hop,tracks/5LnXWeA9tuWKI2C1H74iiJ.mp3
Boney M.,Rasputin,2,3,5,1,2,5,5,2,1,5jkFvD4UJrmdoezzT1FRoP,,funk_soul,tracks/5jkFvD4UJrmdoezzT1FRoP.mp3
